"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
170	134	7	3	7
170	135	7	4	7
170	136	8	4	8
170	137	7	5	7
170	138	6	2	6
170	139	7	2	7
170	140	8	5	8
170	141	8	4	8
170	142	7	3	7
170	143	7	4	7
170	144	8	4	8
170	145	5	2	5
170	146	6	3	6
170	147	6	1	6
170	148	5	2	5
170	149	7	2	7
170	150	6	3	6
170	151	5	5	5
170	152	7	4	7
170	153	6	2	6
170	154	7	4	7
170	155	7	3	7
170	156	8	4	8
170	157	6	3	6
170	158	6	2	6
170	159	6	4	6
170	160	6	5	6
170	161	8	5	8
170	162	7	3	7
170	163	5	3	5
170	164	4	4	4
170	165	4	3	4
170	166	9	5	9
170	167	7	4	7
170	168	4	3	4
170	169	6	4	6
170	170	4	2	4
180	1	6	0	6
180	2	6	0	6
180	3	7	0	7
180	4	5	1	5
180	5	6	1	6
180	6	6	1	6
180	7	5	0	5
180	8	6	0	6
180	9	6	0	6
180	10	7	2	7
180	11	5	0	5
180	12	6	1	6
180	13	6	0	6
180	14	8	0	8
180	15	6	0	6
180	16	7	2	7
180	17	6	3	6
180	18	5	1	5
180	19	7	2	7
180	20	5	1	5
180	21	6	1	6
180	22	6	2	6
180	23	7	1	7
180	24	5	2	5
180	25	4	2	4
180	26	5	2	5
180	27	7	3	7
180	28	5	1	5
180	29	7	1	7
180	30	7	5	7
180	31	6	1	6
180	32	6	2	6
180	33	6	3	6
180	34	7	1	7
180	35	6	3	6
180	36	7	2	7
180	37	6	2	6
180	38	6	0	6
180	39	4	1	4
180	40	6	2	6
180	41	6	2	6
180	42	6	2	6
180	43	5	2	5
180	44	4	2	4
180	45	5	3	5
180	46	4	3	4
180	47	4	2	4
180	48	5	1	5
180	49	5	2	5
180	50	5	3	5
180	51	6	3	6
180	52	5	2	5
180	53	6	4	6
180	54	6	2	6
180	55	5	2	5
180	56	6	1	6
180	57	5	3	5
180	58	4	0	4
180	59	4	3	4
180	60	6	2	6
180	61	7	1	7
180	62	5	4	5
180	63	5	3	5
180	64	5	2	5
180	65	5	2	5
180	66	6	0	6
180	67	6	1	6
180	68	4	2	4
180	69	5	2	5
180	70	5	2	5
180	71	6	1	6
180	72	6	3	6
180	73	5	1	5
180	74	5	2	5
180	75	6	4	6
180	76	5	1	5
180	77	6	4	6
180	78	7	6	7
180	79	7	4	7
180	80	5	5	5
180	81	7	4	7
180	82	4	1	4
180	83	6	2	6
180	84	5	3	5
180	85	5	2	5
180	86	6	2	6
180	87	6	2	6
180	88	6	1	6
180	89	6	3	6
180	90	6	5	6
180	91	6	2	6
180	92	6	4	6
180	93	5	3	5
180	94	5	1	5
180	95	5	4	5
180	96	7	4	7
180	97	5	2	5
180	98	6	2	6
180	99	5	3	5
180	100	5	5	5
180	101	6	4	6
180	102	4	3	4
180	103	5	3	5
180	104	6	4	6
180	105	6	4	6
180	106	7	3	7
180	107	6	4	6
180	108	5	5	5
180	109	5	3	5
180	110	4	3	4
180	111	6	5	6
180	112	5	0	5
180	113	6	3	6
180	114	2	1	2
180	115	4	0	4
180	116	5	3	5
180	117	7	3	7
180	118	4	2	4
180	119	6	4	6
180	120	5	3	5
180	121	4	2	4
180	122	5	4	5
180	123	4	2	4
180	124	6	2	6
180	125	4	1	4
180	126	5	2	5
180	127	6	3	6
180	128	7	4	7
180	129	6	4	6
180	130	6	4	6
180	131	6	3	6
180	132	7	3	7
180	133	6	4	6
180	134	6	4	6
180	135	6	2	6
180	136	5	5	5
180	137	5	1	5
180	138	5	2	5
180	139	5	3	5
180	140	5	2	5
180	141	6	1	6
180	142	5	1	5
180	143	4	1	4
180	144	4	3	4
180	145	5	4	5
180	146	6	4	6
180	147	5	3	5
180	148	3	2	3
180	149	5	3	5
180	150	6	5	6
180	151	6	5	6
180	152	6	3	6
180	153	5	2	5
180	154	5	4	5
180	155	4	2	4
180	156	5	3	5
180	157	5	4	5
180	158	5	3	5
180	159	5	4	5
180	160	7	3	7
180	161	6	3	6
180	162	5	3	5
180	163	5	3	5
180	164	7	6	7
180	165	7	6	7
180	166	7	5	7
180	167	5	3	5
180	168	5	4	5
180	169	6	2	6
180	170	6	3	6
180	171	8	6	8
180	172	4	2	4
180	173	5	4	5
180	174	4	3	4
180	175	5	3	5
180	176	6	5	6
180	177	5	2	5
180	178	5	3	5
180	179	5	3	5
180	180	5	2	5
190	1	8	0	8
190	2	6	1	6
190	3	6	0	6
190	4	6	0	6
190	5	8	0	8
190	6	8	0	8
190	7	7	1	7
190	8	7	0	7
190	9	7	0	7
190	10	7	0	7
190	11	7	0	7
190	12	6	0	6
190	13	7	1	7
190	14	6	0	6
190	15	8	1	8
190	16	6	0	6
190	17	6	0	6
190	18	7	0	7
190	19	8	0	8
190	20	7	1	7
190	21	6	0	6
190	22	6	0	6
190	23	6	2	6
190	24	5	1	5
190	25	7	2	7
190	26	7	0	7
190	27	6	0	6
190	28	2	1	2
190	29	7	2	7
190	30	8	2	8
190	31	8	0	8
190	32	6	1	6
190	33	6	0	6
190	34	5	1	5
190	35	7	0	7
190	36	6	2	6
190	37	8	2	8
190	38	8	3	8
190	39	5	1	5
190	40	6	1	6
190	41	6	1	6
190	42	7	1	7
190	43	7	0	7
190	44	6	0	6
190	45	9	2	9
190	46	6	1	6
190	47	7	1	7
190	48	7	1	7
190	49	6	1	6
190	50	5	2	5
190	51	6	0	6
190	52	8	1	8
190	53	6	0	6
190	54	7	4	7
190	55	6	2	6
190	56	7	2	7
190	57	6	1	6
190	58	7	5	7
190	59	8	2	8
190	60	6	1	6
190	61	7	1	7
190	62	5	2	5
190	63	7	2	7
190	64	7	1	7
190	65	7	2	7
190	66	6	0	6
190	67	4	0	4
190	68	7	1	7
190	69	7	2	7
190	70	5	0	5
190	71	6	1	6
190	72	7	2	7
190	73	7	1	7
190	74	7	1	7
190	75	6	1	6
190	76	7	1	7
190	77	6	1	6
190	78	6	1	6
190	79	7	0	7
190	80	6	2	6
190	81	6	1	6
190	82	6	2	6
190	83	6	1	6
190	84	8	2	8
190	85	7	1	7
190	86	6	2	6
190	87	6	2	6
190	88	6	3	6
190	89	7	2	7
190	90	8	5	8
190	91	9	3	9
190	92	6	1	6
190	93	7	0	7
190	94	5	2	5
190	95	8	3	8
190	96	7	3	7
190	97	9	2	9
190	98	6	1	6
190	99	6	1	6
190	100	7	2	7
190	101	5	2	5
190	102	7	2	7
190	103	7	3	7
190	104	5	2	5
190	105	7	4	7
190	106	4	2	4
190	107	7	3	7
190	108	4	1	4
190	109	7	2	7
190	110	7	2	7
190	111	6	1	6
190	112	7	3	7
190	113	7	3	7
190	114	8	1	8
190	115	5	3	5
190	116	7	3	7
190	117	5	3	5
190	118	6	3	6
190	119	7	1	7
190	120	6	0	6
190	121	6	2	6
190	122	7	3	7
190	123	8	0	8
190	124	6	3	6
190	125	7	4	7
190	126	7	4	7
190	127	8	6	8
190	128	8	3	8
190	129	8	3	8
190	130	8	4	8
190	131	6	0	6
190	132	6	3	6
190	133	6	0	6
190	134	7	1	7
190	135	8	4	8
190	136	6	4	6
190	137	6	1	6
190	138	7	2	7
190	139	6	2	6
190	140	6	3	6
190	141	8	5	8
190	142	6	2	6
190	143	7	3	7
190	144	6	4	6
190	145	7	1	7
190	146	6	2	6
190	147	6	5	6
190	148	8	2	8
190	149	9	3	9
190	150	6	2	6
190	151	7	2	7
190	152	5	1	5
190	153	9	4	9
190	154	7	3	7
190	155	7	1	7
190	156	8	5	8
190	157	7	5	7
190	158	7	0	7
190	159	8	2	8
190	160	6	3	6
190	161	8	5	8
190	162	5	3	5
190	163	5	1	5
190	164	7	2	7
190	165	8	4	8
190	166	6	4	6
190	167	5	3	5
190	168	8	3	8
190	169	7	1	7
190	170	5	3	5
190	171	8	4	8
190	172	7	4	7
190	173	7	2	7
190	174	6	3	6
190	175	7	4	7
190	176	7	4	7
190	177	8	5	8
190	178	6	0	6
190	179	7	2	7
190	180	6	2	6
190	181	6	2	6
190	182	8	3	8
190	183	5	2	5
190	184	6	5	6
190	185	7	3	7
190	186	8	2	8
190	187	5	3	5
190	188	8	4	8
190	189	8	2	8
190	190	8	6	8
200	1	8	0	8
200	2	6	0	6
200	3	7	0	7
200	4	8	2	8
200	5	7	0	7
200	6	7	0	7
200	7	6	0	6
200	8	7	0	7
200	9	5	1	5
200	10	7	0	7
200	11	6	0	6
200	12	7	2	7
200	13	8	0	8
200	14	7	0	7
200	15	7	0	7
200	16	6	0	6
200	17	7	1	7
200	18	7	4	7
200	19	7	0	7
200	20	8	2	8
200	21	4	0	4
200	22	7	2	7
200	23	7	2	7
200	24	6	0	6
200	25	7	3	7
200	26	7	2	7
200	27	8	0	8
200	28	7	1	7
200	29	6	1	6
200	30	8	2	8
200	31	6	1	6
200	32	6	0	6
200	33	6	1	6
200	34	5	1	5
200	35	6	1	6
200	36	6	0	6
200	37	9	2	9
200	38	7	1	7
200	39	6	1	6
200	40	5	2	5
200	41	8	2	8
200	42	7	2	7
200	43	7	2	7
200	44	7	1	7
200	45	6	3	6
200	46	5	2	5
200	47	5	1	5
200	48	5	2	5
200	49	7	2	7
200	50	7	3	7
200	51	7	2	7
200	52	8	2	8
200	53	10	4	10
200	54	5	1	5
200	55	6	2	6
200	56	5	0	5
200	57	6	3	6
200	58	6	2	6
200	59	8	2	8
200	60	8	1	8
200	61	7	1	7
200	62	6	0	6
200	63	6	2	6
200	64	7	4	7
200	65	5	1	5
200	66	7	3	7
200	67	8	2	8
200	68	5	3	5
200	69	5	2	5
200	70	6	2	6
200	71	8	1	8
200	72	5	1	5
200	73	8	3	8
200	74	8	4	8
200	75	7	2	7
200	76	8	2	8
200	77	5	1	5
200	78	6	3	6
200	79	6	4	6
200	80	8	4	8
200	81	7	5	7
200	82	7	3	7
200	83	5	2	5
200	84	8	4	8
200	85	6	2	6
200	86	5	1	5
200	87	6	2	6
200	88	6	3	6
200	89	8	1	8
200	90	8	6	8
200	91	5	4	5
200	92	6	3	6
200	93	6	2	6
200	94	6	2	6
200	95	6	3	6
200	96	6	3	6
200	97	6	1	6
200	98	6	2	6
200	99	5	1	5
200	100	5	4	5
200	101	7	5	7
200	102	6	3	6
200	103	5	1	5
200	104	7	3	7
200	105	5	2	5
200	106	3	2	3
200	107	6	2	6
200	108	6	3	6
200	109	5	2	5
200	110	5	2	5
200	111	7	3	7
200	112	4	0	4
200	113	6	3	6
200	114	5	4	5
200	115	6	2	6
200	116	8	6	8
200	117	7	5	7
200	118	7	5	7
200	119	7	4	7
200	120	5	3	5
200	121	7	4	7
200	122	9	5	9
200	123	8	5	8
200	124	6	3	6
200	125	7	2	7
200	126	7	3	7
200	127	8	4	8
200	128	5	1	5
200	129	7	1	7
200	130	5	4	5
200	131	7	4	7
200	132	5	2	5
200	133	6	2	6
200	134	4	1	4
200	135	8	3	8
200	136	7	3	7
200	137	6	2	6
200	138	6	1	6
200	139	6	3	6
200	140	7	6	7
200	141	5	2	5
200	142	7	4	7
200	143	7	3	7
200	144	6	3	6
200	145	9	4	9
200	146	5	4	5
200	147	5	2	5
200	148	8	4	8
200	149	6	4	6
200	150	5	2	5
200	151	8	3	8
200	152	6	3	6
200	153	4	3	4
200	154	7	5	7
200	155	5	2	5
200	156	5	2	5
200	157	7	3	7
200	158	6	2	6
200	159	5	4	5
200	160	6	5	6
200	161	7	4	7
200	162	6	1	6
200	163	7	2	7
200	164	6	3	6
200	165	5	1	5
200	166	6	3	6
200	167	8	6	8
200	168	5	2	5
200	169	9	6	9
200	170	6	2	6
200	171	6	3	6
200	172	6	5	6
200	173	4	1	4
200	174	8	6	8
200	175	7	4	7
200	176	6	5	6
200	177	5	5	5
200	178	6	3	6
200	179	6	2	6
200	180	6	3	6
200	181	6	6	6
200	182	6	5	6
200	183	6	6	6
200	184	4	2	4
200	185	8	6	8
200	186	7	4	7
200	187	5	4	5
200	188	5	3	5
200	189	7	3	7
200	190	7	4	7
200	191	7	7	7
200	192	6	2	6
200	193	6	3	6
200	194	7	3	7
200	195	4	3	4
200	196	5	0	5
200	197	7	4	7
200	198	5	1	5
200	199	4	3	4
200	200	9	7	9
