"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
120	119	6	0	6
120	120	7	4	7
130	1	5	0	5
130	2	7	1	7
130	3	7	0	7
130	4	7	0	7
130	5	7	0	7
130	6	7	0	7
130	7	6	1	6
130	8	7	0	7
130	9	7	1	7
130	10	6	0	6
130	11	3	0	3
130	12	7	0	7
130	13	7	2	7
130	14	8	2	8
130	15	7	1	7
130	16	6	1	6
130	17	7	1	7
130	18	7	0	7
130	19	6	1	6
130	20	5	2	5
130	21	6	2	6
130	22	7	3	7
130	23	7	1	7
130	24	7	1	7
130	25	7	2	7
130	26	7	4	7
130	27	6	1	6
130	28	6	1	6
130	29	5	1	5
130	30	7	4	7
130	31	5	0	5
130	32	7	2	7
130	33	6	0	6
130	34	6	3	6
130	35	4	2	4
130	36	7	2	7
130	37	7	2	7
130	38	6	2	6
130	39	7	2	7
130	40	6	3	6
130	41	7	1	7
130	42	5	2	5
130	43	6	1	6
130	44	7	1	7
130	45	7	4	7
130	46	7	2	7
130	47	7	2	7
130	48	5	3	5
130	49	7	2	7
130	50	7	3	7
130	51	6	1	6
130	52	7	3	7
130	53	6	4	6
130	54	7	3	7
130	55	7	3	7
130	56	6	2	6
130	57	5	0	5
130	58	6	1	6
130	59	7	4	7
130	60	6	2	6
130	61	5	1	5
130	62	7	5	7
130	63	8	6	8
130	64	6	3	6
130	65	7	2	7
130	66	5	3	5
130	67	7	4	7
130	68	8	1	8
130	69	7	1	7
130	70	6	3	6
130	71	6	0	6
130	72	7	3	7
130	73	6	1	6
130	74	6	4	6
130	75	6	4	6
130	76	7	7	7
130	77	6	2	6
130	78	6	4	6
130	79	6	3	6
130	80	6	3	6
130	81	6	3	6
130	82	6	1	6
130	83	7	1	7
130	84	6	2	6
130	85	7	3	7
130	86	6	4	6
130	87	7	3	7
130	88	5	3	5
130	89	6	3	6
130	90	6	3	6
130	91	6	3	6
130	92	8	3	8
130	93	4	2	4
130	94	7	5	7
130	95	6	1	6
130	96	7	3	7
130	97	5	3	5
130	98	6	5	6
130	99	7	3	7
130	100	7	4	7
130	101	8	4	8
130	102	6	1	6
130	103	6	4	6
130	104	7	4	7
130	105	6	3	6
130	106	6	4	6
130	107	7	4	7
130	108	7	4	7
130	109	5	4	5
130	110	6	3	6
130	111	7	4	7
130	112	5	1	5
130	113	6	2	6
130	114	6	5	6
130	115	7	2	7
130	116	7	4	7
130	117	7	3	7
130	118	6	1	6
130	119	6	3	6
130	120	6	4	6
130	121	7	4	7
130	122	6	4	6
130	123	5	3	5
130	124	6	2	6
130	125	8	2	8
130	126	6	4	6
130	127	6	3	6
130	128	7	3	7
130	129	6	5	6
130	130	6	3	6
140	1	7	0	7
140	2	6	0	6
140	3	7	0	7
140	4	6	1	6
140	5	8	0	8
140	6	6	0	6
140	7	7	0	7
140	8	6	0	6
140	9	6	1	6
140	10	6	1	6
140	11	7	1	7
140	12	7	0	7
140	13	8	1	8
140	14	6	2	6
140	15	7	3	7
140	16	7	0	7
140	17	7	1	7
140	18	7	1	7
140	19	6	0	6
140	20	6	1	6
140	21	6	1	6
140	22	5	2	5
140	23	6	1	6
140	24	7	2	7
140	25	8	1	8
140	26	6	2	6
140	27	6	0	6
140	28	6	3	6
140	29	7	2	7
140	30	6	1	6
140	31	5	1	5
140	32	7	5	7
140	33	6	1	6
140	34	6	5	6
140	35	6	3	6
140	36	5	1	5
140	37	6	3	6
140	38	7	2	7
140	39	5	2	5
140	40	7	1	7
140	41	7	1	7
140	42	6	0	6
140	43	7	2	7
140	44	7	2	7
140	45	7	3	7
140	46	7	3	7
140	47	6	0	6
140	48	7	4	7
140	49	6	3	6
140	50	6	2	6
140	51	8	4	8
140	52	6	4	6
140	53	6	1	6
140	54	6	1	6
140	55	5	1	5
140	56	7	5	7
140	57	7	5	7
140	58	7	2	7
140	59	4	2	4
140	60	7	4	7
140	61	7	2	7
140	62	6	2	6
140	63	6	1	6
140	64	6	1	6
140	65	7	5	7
140	66	6	1	6
140	67	7	4	7
140	68	7	2	7
140	69	7	3	7
140	70	7	3	7
140	71	7	3	7
140	72	6	2	6
140	73	7	5	7
140	74	7	5	7
140	75	6	5	6
140	76	6	4	6
140	77	6	2	6
140	78	5	3	5
140	79	7	3	7
140	80	5	2	5
140	81	7	4	7
140	82	6	4	6
140	83	6	3	6
140	84	6	1	6
140	85	5	4	5
140	86	7	1	7
140	87	6	2	6
140	88	7	2	7
140	89	5	2	5
140	90	6	1	6
140	91	6	6	6
140	92	3	0	3
140	93	7	4	7
140	94	7	6	7
140	95	5	3	5
140	96	7	4	7
140	97	6	3	6
140	98	7	3	7
140	99	6	2	6
140	100	6	3	6
140	101	7	3	7
140	102	7	4	7
140	103	6	4	6
140	104	6	4	6
140	105	6	4	6
140	106	6	5	6
140	107	5	4	5
140	108	7	3	7
140	109	7	4	7
140	110	6	4	6
140	111	6	1	6
140	112	6	4	6
140	113	6	2	6
140	114	6	2	6
140	115	7	5	7
140	116	6	1	6
140	117	7	3	7
140	118	6	3	6
140	119	7	2	7
140	120	8	4	8
140	121	5	4	5
140	122	6	3	6
140	123	6	5	6
140	124	5	3	5
140	125	7	3	7
140	126	7	5	7
140	127	6	3	6
140	128	6	5	6
140	129	6	4	6
140	130	6	3	6
140	131	6	4	6
140	132	6	3	6
140	133	6	4	6
140	134	5	4	5
140	135	5	4	5
140	136	6	3	6
140	137	5	5	5
140	138	7	5	7
140	139	5	3	5
140	140	7	5	7
150	1	7	0	7
150	2	8	0	8
150	3	7	0	7
150	4	7	1	7
150	5	8	1	8
150	6	7	0	7
150	7	7	2	7
150	8	6	0	6
150	9	7	1	7
150	10	6	0	6
150	11	6	0	6
150	12	7	1	7
150	13	7	1	7
150	14	7	1	7
150	15	6	2	6
150	16	7	2	7
150	17	7	3	7
150	18	6	2	6
150	19	6	0	6
150	20	7	0	7
150	21	5	1	5
150	22	5	1	5
150	23	5	1	5
150	24	7	2	7
150	25	6	2	6
150	26	6	3	6
150	27	7	2	7
150	28	7	2	7
150	29	7	1	7
150	30	7	3	7
150	31	6	1	6
150	32	5	1	5
150	33	7	3	7
150	34	6	2	6
150	35	7	4	7
150	36	7	2	7
150	37	7	1	7
150	38	6	2	6
150	39	5	2	5
150	40	6	4	6
150	41	7	1	7
150	42	6	1	6
150	43	7	4	7
150	44	5	3	5
150	45	7	4	7
150	46	7	3	7
150	47	5	0	5
150	48	5	1	5
150	49	5	3	5
150	50	4	3	4
150	51	6	1	6
150	52	7	1	7
150	53	4	0	4
150	54	6	0	6
150	55	5	2	5
150	56	6	3	6
150	57	6	1	6
150	58	7	4	7
150	59	6	4	6
150	60	5	1	5
150	61	6	4	6
150	62	7	4	7
150	63	6	3	6
150	64	5	2	5
150	65	7	4	7
150	66	6	3	6
150	67	7	5	7
150	68	8	3	8
150	69	5	2	5
150	70	8	4	8
150	71	7	2	7
150	72	7	2	7
150	73	7	2	7
150	74	5	1	5
150	75	7	3	7
150	76	6	2	6
150	77	6	3	6
150	78	7	3	7
150	79	5	2	5
150	80	5	2	5
150	81	7	2	7
150	82	5	2	5
150	83	6	3	6
150	84	5	4	5
150	85	8	4	8
150	86	7	5	7
150	87	7	4	7
150	88	6	2	6
150	89	6	3	6
150	90	6	3	6
150	91	6	5	6
150	92	6	2	6
150	93	5	2	5
150	94	7	3	7
150	95	7	2	7
150	96	6	3	6
150	97	7	3	7
150	98	7	1	7
150	99	7	4	7
150	100	7	4	7
150	101	8	4	8
150	102	7	4	7
150	103	6	4	6
150	104	7	3	7
150	105	6	1	6
150	106	7	4	7
150	107	6	5	6
150	108	6	4	6
150	109	5	1	5
150	110	7	4	7
150	111	5	3	5
150	112	5	3	5
150	113	6	3	6
150	114	7	4	7
150	115	6	2	6
150	116	6	4	6
150	117	6	4	6
150	118	6	5	6
150	119	5	3	5
150	120	6	4	6
150	121	5	3	5
150	122	7	5	7
150	123	6	4	6
150	124	5	1	5
150	125	7	5	7
150	126	6	2	6
150	127	7	4	7
150	128	7	3	7
150	129	7	3	7
150	130	6	1	6
150	131	7	6	7
150	132	5	4	5
150	133	7	4	7
150	134	7	4	7
150	135	7	4	7
150	136	6	4	6
150	137	7	6	7
150	138	5	2	5
150	139	7	5	7
150	140	6	4	6
150	141	5	1	5
150	142	5	4	5
150	143	7	5	7
150	144	4	2	4
150	145	7	5	7
150	146	6	2	6
150	147	7	4	7
150	148	4	2	4
150	149	7	5	7
150	150	5	3	5
160	1	7	0	7
160	2	7	1	7
160	3	7	0	7
160	4	7	0	7
160	5	6	1	6
160	6	7	0	7
160	7	7	0	7
160	8	6	1	6
160	9	5	0	5
160	10	7	0	7
160	11	7	1	7
160	12	5	2	5
160	13	6	0	6
160	14	7	1	7
160	15	7	1	7
160	16	7	0	7
160	17	7	2	7
160	18	6	1	6
160	19	6	0	6
160	20	7	1	7
160	21	6	2	6
160	22	7	3	7
160	23	7	1	7
160	24	6	2	6
160	25	7	1	7
160	26	5	1	5
160	27	7	1	7
160	28	5	1	5
160	29	6	1	6
160	30	8	3	8
160	31	6	0	6
160	32	7	3	7
160	33	7	2	7
160	34	7	1	7
160	35	7	1	7
160	36	7	4	7
160	37	8	2	8
160	38	7	2	7
160	39	6	4	6
160	40	6	2	6
160	41	6	2	6
160	42	6	3	6
160	43	6	3	6
160	44	4	1	4
160	45	7	3	7
160	46	6	3	6
160	47	6	0	6
160	48	7	1	7
160	49	7	6	7
160	50	7	2	7
160	51	6	4	6
160	52	6	2	6
160	53	6	1	6
160	54	7	1	7
160	55	6	2	6
160	56	6	1	6
160	57	5	1	5
160	58	6	3	6
160	59	7	0	7
160	60	6	2	6
160	61	4	1	4
160	62	8	4	8
160	63	8	4	8
160	64	6	3	6
160	65	7	4	7
160	66	6	3	6
160	67	6	3	6
160	68	6	5	6
160	69	6	4	6
160	70	6	4	6
160	71	6	5	6
160	72	6	3	6
160	73	5	4	5
160	74	6	4	6
160	75	7	3	7
160	76	6	2	6
160	77	7	3	7
160	78	7	3	7
160	79	7	5	7
160	80	7	4	7
160	81	6	4	6
160	82	8	3	8
160	83	6	2	6
160	84	6	2	6
160	85	7	5	7
160	86	6	5	6
160	87	7	4	7
160	88	7	4	7
160	89	8	3	8
160	90	6	4	6
160	91	4	3	4
160	92	7	3	7
160	93	7	4	7
160	94	5	4	5
160	95	6	3	6
160	96	8	3	8
160	97	7	5	7
160	98	6	4	6
160	99	5	2	5
160	100	7	6	7
160	101	8	4	8
160	102	7	3	7
160	103	5	4	5
160	104	7	3	7
160	105	7	4	7
160	106	5	2	5
160	107	5	4	5
160	108	7	3	7
160	109	7	1	7
160	110	7	5	7
160	111	7	2	7
160	112	6	4	6
160	113	7	4	7
160	114	6	4	6
160	115	8	6	8
160	116	7	6	7
160	117	7	4	7
160	118	7	3	7
160	119	7	4	7
160	120	7	5	7
160	121	5	4	5
160	122	6	5	6
160	123	6	5	6
160	124	6	4	6
160	125	7	4	7
160	126	6	5	6
160	127	4	0	4
160	128	8	3	8
160	129	7	5	7
160	130	7	3	7
160	131	6	4	6
160	132	6	5	6
160	133	6	3	6
160	134	6	3	6
160	135	5	2	5
160	136	6	5	6
160	137	6	3	6
160	138	7	5	7
160	139	6	2	6
160	140	6	3	6
160	141	6	2	6
160	142	5	3	5
160	143	6	4	6
160	144	5	2	5
160	145	5	2	5
160	146	7	4	7
160	147	6	3	6
160	148	7	5	7
160	149	6	4	6
160	150	6	2	6
160	151	6	3	6
160	152	6	4	6
160	153	7	5	7
160	154	5	2	5
160	155	7	5	7
160	156	5	3	5
160	157	6	3	6
160	158	7	4	7
160	159	6	3	6
160	160	8	4	8
170	1	7	0	7
170	2	6	0	6
170	3	7	0	7
170	4	8	1	8
170	5	6	0	6
170	6	6	1	6
170	7	6	1	6
170	8	7	1	7
170	9	7	0	7
170	10	7	0	7
170	11	6	1	6
170	12	6	0	6
170	13	5	1	5
170	14	6	2	6
170	15	7	1	7
170	16	7	3	7
170	17	6	0	6
170	18	5	0	5
170	19	7	1	7
170	20	7	2	7
170	21	6	0	6
170	22	8	0	8
170	23	4	0	4
170	24	7	1	7
170	25	7	1	7
170	26	7	2	7
170	27	7	2	7
170	28	7	3	7
170	29	7	2	7
170	30	6	1	6
170	31	7	2	7
170	32	5	4	5
170	33	4	1	4
170	34	5	3	5
170	35	6	1	6
170	36	6	0	6
170	37	7	2	7
170	38	6	2	6
170	39	6	2	6
170	40	7	2	7
170	41	8	3	8
170	42	6	2	6
170	43	6	1	6
170	44	6	1	6
170	45	7	1	7
170	46	6	3	6
170	47	8	2	8
170	48	6	2	6
170	49	5	1	5
170	50	7	5	7
170	51	7	3	7
170	52	6	2	6
170	53	7	3	7
170	54	6	1	6
170	55	6	1	6
170	56	6	3	6
170	57	7	1	7
170	58	7	3	7
170	59	7	2	7
170	60	7	5	7
170	61	6	4	6
170	62	7	3	7
170	63	6	4	6
170	64	6	1	6
170	65	7	4	7
170	66	7	4	7
170	67	7	4	7
170	68	6	3	6
170	69	7	2	7
170	70	7	3	7
170	71	7	4	7
170	72	6	4	6
170	73	5	2	5
170	74	6	5	6
170	75	6	3	6
170	76	6	3	6
170	77	7	4	7
170	78	7	3	7
170	79	6	1	6
170	80	6	3	6
170	81	5	4	5
170	82	6	4	6
170	83	6	2	6
170	84	6	4	6
170	85	6	4	6
170	86	7	7	7
170	87	7	4	7
170	88	8	4	8
170	89	5	3	5
170	90	8	3	8
170	91	6	3	6
170	92	5	2	5
170	93	6	5	6
170	94	7	5	7
170	95	6	3	6
170	96	6	3	6
170	97	7	6	7
170	98	6	3	6
170	99	6	3	6
170	100	5	2	5
170	101	7	6	7
170	102	5	2	5
170	103	7	4	7
170	104	7	2	7
170	105	4	2	4
170	106	7	3	7
170	107	7	3	7
170	108	6	3	6
170	109	7	4	7
170	110	7	5	7
170	111	6	3	6
170	112	7	3	7
170	113	8	6	8
170	114	5	4	5
170	115	6	4	6
170	116	7	3	7
170	117	7	1	7
170	118	7	4	7
170	119	7	4	7
170	120	7	5	7
170	121	6	4	6
170	122	6	4	6
