"number_wasps"	"w"	"max_steps"	"min_steps"	"mean_steps"	"mean_survival"	"mean_nested"	"mean_usurp"	"Treatment"
80	4	1070	1	120.9	0.8	0.8	0	"FSR"
80	5	1350	1	252.2	0.7	0.7	0	"FSR"
80	6	543	1	148.2	0.8	0.8	0	"FSR"
80	7	1321	1	156.7	0.6	0.6	0	"FSR"
80	8	472	1	91.5	0.8	0.8	0.1	"FSR"
80	9	743	1	118	0.6	0.6	0	"FSR"
80	10	668	1	127.9	0.6	0.6	0.2	"FSR"
80	11	679	1	144.1	0.5	0.5	0	"FSR"
80	12	1100	2	183.4	0.6	0.6	0	"FSR"
80	13	1300	2	162.8	0.8	0.8	0	"FSR"
80	14	1600	2	318.6	0.6	0.6	0	"FSR"
80	15	852	1	171.7	0.8	0.8	0.2	"FSR"
80	16	2813	1	494.4	0.6	0.6	0	"FSR"
80	17	411	1	119.4	0.7	0.7	0.2	"FSR"
80	18	1063	4	179.9	0.6	0.6	0	"FSR"
80	19	673	3	161.9	0.7	0.7	0	"FSR"
80	20	1208	2	161.7	0.7	0.7	0	"FSR"
80	21	588	2	109	0.8	0.8	0	"FSR"
80	22	424	3	62.7	0.8	0.8	0.1	"FSR"
80	23	2274	2	359.2	0.6	0.6	0.2	"FSR"
80	24	1813	5	305.6	0.7	0.7	0	"FSR"
80	25	505	2	82.6	0.6	0.6	0.1	"FSR"
80	26	937	1	217.2	0.8	0.8	0.5	"FSR"
80	27	91	4	26.2	0.8	0.8	0.1	"FSR"
80	28	928	5	207.5	0.7	0.7	0.4	"FSR"
80	29	131	1	40.9	0.8	0.8	0.4	"FSR"
80	30	1377	3	421.6	0.6	0.6	0	"FSR"
80	31	634	3	120.6	0.7	0.7	0	"FSR"
80	32	324	3	84.9	0.8	0.8	0	"FSR"
80	33	211	5	48.7	0.7	0.7	0.2	"FSR"
80	34	508	1	158	0.5	0.5	0.1	"FSR"
80	35	2159	4	275.7	0.5	0.5	0.2	"FSR"
80	36	980	3	234.1	0.7	0.7	0.2	"FSR"
80	37	1749	2	208.1	0.6	0.6	0.3	"FSR"
80	38	520	3	123.4	0.8	0.8	0.2	"FSR"
80	39	1114	2	152.5	0.8	0.8	0.2	"FSR"
80	40	660	5	163.5	0.6	0.6	0.1	"FSR"
80	41	322	3	62.8	0.8	0.8	0.3	"FSR"
80	42	383	3	115.5	0.8	0.8	0	"FSR"
80	43	809	2	144.7	0.6	0.6	0.2	"FSR"
80	44	263	4	80.3	0.7	0.7	0.2	"FSR"
80	45	1262	4	169	0.7	0.7	0	"FSR"
80	46	3100	3	391.5	0.8	0.8	0.3	"FSR"
80	47	1400	1	371.2	0.6	0.6	0.3	"FSR"
80	48	1270	2	181	0.7	0.7	0.3	"FSR"
80	49	1424	2	241.1	0.8	0.8	0.4	"FSR"
80	50	432	6	114.4	0.7	0.7	0.1	"FSR"
80	51	307	4	79.8	0.7	0.7	0.3	"FSR"
80	52	448	2	115.6	0.6	0.6	0.1	"FSR"
80	53	844	3	195.7	0.7	0.7	0.3	"FSR"
80	54	995	3	143.7	0.7	0.7	0.2	"FSR"
80	55	1328	3	248.1	0.6	0.6	0.1	"FSR"
80	56	411	2	87.2	0.9	0.9	0.3	"FSR"
80	57	1510	6	379.2	0.6	0.6	0.1	"FSR"
80	58	1140	3	352.7	0.7	0.7	0.3	"FSR"
80	59	2007	6	244.4	0.5	0.5	0.1	"FSR"
80	60	490	2	145.4	0.8	0.8	0.3	"FSR"
80	61	1637	1	377.5	0.5	0.5	0.3	"FSR"
80	62	2427	5	380.9	0.5	0.5	0.1	"FSR"
80	63	761	1	220.2	0.5	0.5	0.1	"FSR"
80	64	363	6	110	0.7	0.7	0.2	"FSR"
80	65	927	1	262.1	0.7	0.7	0.2	"FSR"
80	66	628	2	124.3	0.7	0.7	0.3	"FSR"
80	67	875	2	168.4	0.5	0.5	0.2	"FSR"
80	68	72	4	25.1	0.8	0.8	0.3	"FSR"
80	69	1692	3	375.8	0.6	0.6	0.1	"FSR"
80	70	553	5	181.7	0.6	0.6	0	"FSR"
80	71	437	10	99.2	0.9	0.9	0.2	"FSR"
80	72	1113	1	307	0.6	0.6	0.3	"FSR"
80	73	499	2	112.6	0.6	0.6	0.1	"FSR"
80	74	858	4	141.4	0.6	0.6	0.1	"FSR"
80	75	767	2	168.9	0.7	0.7	0.3	"FSR"
80	76	575	3	116.6	0.6	0.6	0.2	"FSR"
80	77	481	3	127.9	0.6	0.6	0.1	"FSR"
80	78	453	2	71.5	0.7	0.7	0.3	"FSR"
80	79	1430	4	207.5	0.4	0.4	0.2	"FSR"
80	80	248	2	84	0.7	0.7	0.2	"FSR"
90	1	384	1	64.1	0.8	0.8	0	"FSR"
90	2	845	1	132	0.7	0.7	0	"FSR"
90	3	450	1	95.7	0.6	0.6	0	"FSR"
90	4	464	1	98.9	0.7	0.7	0	"FSR"
90	5	1293	1	237.9	0.6	0.6	0.1	"FSR"
90	6	712	2	213.2	0.6	0.6	0	"FSR"
90	7	975	2	165.7	0.7	0.7	0	"FSR"
90	8	556	2	120.9	0.8	0.8	0	"FSR"
90	9	424	2	114.9	0.6	0.6	0	"FSR"
90	10	405	2	96.6	0.6	0.6	0.1	"FSR"
90	11	405	4	90.4	0.7	0.7	0.1	"FSR"
90	12	1411	1	191.9	0.4	0.4	0.1	"FSR"
90	13	769	1	133.4	0.8	0.8	0.1	"FSR"
90	14	1694	1	331.7	0.6	0.6	0	"FSR"
90	15	1365	2	304.7	0.5	0.5	0	"FSR"
90	16	871	2	168.3	0.6	0.6	0	"FSR"
90	17	1009	2	191.3	0.8	0.8	0.1	"FSR"
90	18	725	3	184.3	0.7	0.7	0	"FSR"
90	19	575	2	142.7	0.5	0.5	0.2	"FSR"
90	20	1180	2	248.9	0.6	0.6	0.1	"FSR"
90	21	493	1	138.1	0.5	0.5	0.2	"FSR"
90	22	729	3	163.9	0.7	0.7	0.1	"FSR"
90	23	3794	2	552.9	0.5	0.5	0	"FSR"
90	24	376	4	73.7	0.7	0.7	0.1	"FSR"
90	25	894	3	330.2	0.6	0.6	0.1	"FSR"
90	26	1070	4	228.3	0.6	0.6	0.1	"FSR"
90	27	892	6	207.3	0.5	0.5	0	"FSR"
90	28	500	3	118.5	0.6	0.6	0.1	"FSR"
90	29	2288	1	361.1	0.7	0.7	0.2	"FSR"
90	30	1002	1	174.6	0.5	0.5	0.1	"FSR"
90	31	693	2	192.9	0.6	0.6	0.1	"FSR"
90	32	738	2	102.2	0.6	0.6	0.1	"FSR"
90	33	393	1	94.8	0.4	0.4	0.3	"FSR"
90	34	638	3	120.4	0.7	0.7	0.1	"FSR"
90	35	1068	1	287.7	0.7	0.7	0.2	"FSR"
90	36	1467	2	206.6	0.7	0.7	0.1	"FSR"
90	37	2097	1	316.8	0.6	0.6	0.1	"FSR"
90	38	414	3	119.3	0.6	0.6	0.1	"FSR"
90	39	502	11	143.7	0.6	0.6	0.1	"FSR"
90	40	1689	7	361.6	0.6	0.6	0.2	"FSR"
90	41	815	1	224.4	0.5	0.5	0.2	"FSR"
90	42	570	5	144.9	0.7	0.7	0.2	"FSR"
90	43	1227	9	292.1	0.7	0.7	0	"FSR"
90	44	237	1	69.9	0.6	0.6	0.2	"FSR"
90	45	1520	8	180.8	0.6	0.6	0.2	"FSR"
90	46	2793	12	477.5	0.7	0.7	0.2	"FSR"
90	47	1103	5	167.1	0.6	0.6	0.3	"FSR"
90	48	2320	6	291.7	0.6	0.6	0.2	"FSR"
90	49	1206	5	281.9	0.4	0.4	0.1	"FSR"
90	50	2148	7	481.3	0.5	0.5	0.2	"FSR"
90	51	1509	4	229.7	0.6	0.6	0	"FSR"
90	52	720	2	177.7	0.8	0.8	0.3	"FSR"
90	53	1298	7	365.2	0.6	0.6	0.1	"FSR"
90	54	551	2	146.7	0.5	0.5	0.4	"FSR"
90	55	1538	7	348.1	0.6	0.6	0	"FSR"
90	56	641	12	202.3	0.5	0.5	0.1	"FSR"
90	57	593	4	172.9	0.7	0.7	0	"FSR"
90	58	989	4	183.9	0.5	0.5	0.3	"FSR"
90	59	428	3	123.7	0.5	0.5	0.1	"FSR"
90	60	1678	6	468.1	0.5	0.5	0	"FSR"
90	61	814	3	140.2	0.5	0.5	0.3	"FSR"
90	62	302	3	83.7	0.6	0.6	0.1	"FSR"
90	63	522	4	185.4	0.7	0.7	0.2	"FSR"
90	64	648	1	129.1	0.5	0.5	0.1	"FSR"
90	65	1690	8	373	0.4	0.4	0	"FSR"
90	66	249	1	94.6	0.7	0.7	0.1	"FSR"
90	67	560	5	155.3	0.6	0.6	0.1	"FSR"
90	68	1553	5	271	0.6	0.6	0	"FSR"
90	69	2189	4	486.7	0.5	0.5	0.1	"FSR"
90	70	1975	6	513.1	0.6	0.6	0	"FSR"
90	71	3328	5	589.1	0.4	0.4	0.2	"FSR"
90	72	728	2	151.3	0.5	0.5	0.2	"FSR"
90	73	1843	11	258.9	0.5	0.5	0.1	"FSR"
90	74	1198	2	155.5	0.8	0.8	0.2	"FSR"
90	75	1401	3	349.2	0.4	0.4	0.1	"FSR"
90	76	1217	13	243.8	0.5	0.5	0.2	"FSR"
90	77	457	5	136.4	0.7	0.7	0.3	"FSR"
90	78	954	1	163.5	0.7	0.7	0.2	"FSR"
90	79	1257	5	297	0.6	0.6	0.2	"FSR"
90	80	336	1	108.4	0.8	0.8	0.2	"FSR"
90	81	1200	4	280.5	0.6	0.6	0.3	"FSR"
90	82	1382	2	240.6	0.6	0.6	0.2	"FSR"
90	83	71	3	25.3	0.5	0.5	0.1	"FSR"
90	84	1337	11	208.9	0.8	0.8	0.3	"FSR"
90	85	920	3	144.6	0.7	0.7	0.3	"FSR"
90	86	478	5	130.5	0.6	0.6	0.6	"FSR"
90	87	1998	2	330.5	0.6	0.6	0.4	"FSR"
90	88	1929	4	408	0.4	0.4	0.1	"FSR"
90	89	1315	3	247.1	0.5	0.5	0.1	"FSR"
90	90	1081	3	279.7	0.6	0.6	0.2	"FSR"
100	1	2326	1	248.7	0.7	0.7	0	"FSR"
100	2	519	1	67.3	0.7	0.7	0	"FSR"
100	3	979	1	141.4	0.7	0.7	0	"FSR"
100	4	1176	1	212.2	0.6	0.6	0	"FSR"
100	5	1592	2	298.1	0.7	0.7	0	"FSR"
100	6	930	1	289.9	0.5	0.5	0	"FSR"
100	7	1385	1	291.8	0.6	0.6	0.1	"FSR"
100	8	1265	1	384.9	0.5	0.5	0	"FSR"
100	9	1237	2	405.2	0.6	0.6	0	"FSR"
100	10	1351	1	355.9	0.5	0.5	0.1	"FSR"
100	11	1604	2	275.4	0.5	0.5	0	"FSR"
100	12	914	1	245.5	0.6	0.6	0.3	"FSR"
100	13	576	1	114.6	0.7	0.7	0.2	"FSR"
100	14	734	2	142.4	0.7	0.7	0	"FSR"
100	15	635	1	121.7	0.6	0.6	0.2	"FSR"
100	16	547	2	92.1	0.6	0.6	0.1	"FSR"
100	17	492	1	87.3	0.7	0.7	0	"FSR"
100	18	655	4	157.8	0.6	0.6	0.1	"FSR"
100	19	630	2	141.4	0.6	0.6	0.1	"FSR"
100	20	589	2	123.1	0.6	0.6	0.1	"FSR"
100	21	1197	1	257.4	0.6	0.6	0.4	"FSR"
100	22	480	3	89.1	0.7	0.7	0.1	"FSR"
100	23	555	2	148.8	0.5	0.5	0.1	"FSR"
100	24	1354	1	256.4	0.6	0.6	0.2	"FSR"
100	25	841	2	148.4	0.7	0.7	0.1	"FSR"
100	26	1320	2	211.2	0.7	0.7	0.2	"FSR"
100	27	982	2	130.7	0.7	0.7	0.1	"FSR"
100	28	963	2	267.3	0.4	0.4	0.1	"FSR"
100	29	503	4	97.7	0.7	0.7	0.1	"FSR"
100	30	2302	5	417.4	0.5	0.5	0.1	"FSR"
100	31	612	1	141.3	0.7	0.7	0.3	"FSR"
100	32	1169	4	202.2	0.7	0.7	0	"FSR"
100	33	401	4	96.1	0.7	0.7	0.1	"FSR"
100	34	842	3	218.3	0.7	0.7	0.1	"FSR"
100	35	888	5	174.1	0.6	0.6	0	"FSR"
100	36	582	1	96.7	0.7	0.7	0.3	"FSR"
100	37	862	1	220.1	0.5	0.5	0.1	"FSR"
100	38	1075	2	172.4	0.5	0.5	0	"FSR"
100	39	849	1	180	0.5	0.5	0.2	"FSR"
100	40	784	2	114.5	0.5	0.5	0.3	"FSR"
100	41	1511	2	282.9	0.6	0.6	0.1	"FSR"
100	42	136	2	43.5	0.7	0.7	0.3	"FSR"
100	43	761	1	191.3	0.6	0.6	0.3	"FSR"
100	44	450	7	104.2	0.6	0.6	0.1	"FSR"
100	45	501	3	129.2	0.6	0.6	0.1	"FSR"
100	46	708	5	143.8	0.6	0.6	0.1	"FSR"
100	47	985	2	198.2	0.7	0.7	0.3	"FSR"
100	48	1143	2	233.9	0.6	0.6	0.1	"FSR"
100	49	289	3	49.2	0.6	0.6	0.2	"FSR"
100	50	899	3	248.2	0.6	0.6	0.1	"FSR"
100	51	1128	3	200.4	0.6	0.6	0.3	"FSR"
100	52	1390	1	312	0.5	0.5	0.4	"FSR"
100	53	1074	5	232.1	0.6	0.6	0.1	"FSR"
100	54	1204	1	192.1	0.7	0.7	0.1	"FSR"
100	55	937	2	206.3	0.6	0.6	0.2	"FSR"
100	56	494	5	131.3	0.6	0.6	0.1	"FSR"
100	57	1555	4	378.2	0.7	0.7	0.4	"FSR"
100	58	984	5	160.2	0.7	0.7	0.4	"FSR"
100	59	901	2	227.9	0.7	0.7	0.2	"FSR"
100	60	745	3	124.1	0.7	0.7	0.1	"FSR"
100	61	871	3	248.5	0.6	0.6	0.2	"FSR"
100	62	877	2	144.7	0.5	0.5	0.2	"FSR"
100	63	2055	5	247.9	0.6	0.6	0.3	"FSR"
100	64	2827	5	407.6	0.6	0.6	0	"FSR"
100	65	672	3	131.2	0.6	0.6	0.1	"FSR"
100	66	1671	2	242.2	0.3	0.3	0.3	"FSR"
100	67	1184	4	312.5	0.5	0.5	0.3	"FSR"
100	68	1037	3	180.2	0.7	0.7	0.4	"FSR"
100	69	824	4	141.7	0.7	0.7	0.3	"FSR"
100	70	729	1	109.1	0.5	0.5	0.2	"FSR"
100	71	870	1	177.2	0.7	0.7	0.1	"FSR"
100	72	993	7	177.7	0.6	0.6	0.1	"FSR"
100	73	2316	1	352.4	0.6	0.6	0	"FSR"
100	74	167	1	45.5	0.5	0.5	0.2	"FSR"
100	75	613	1	133.4	0.6	0.6	0.1	"FSR"
100	76	324	1	51.7	0.6	0.6	0.5	"FSR"
100	77	2651	7	556.7	0.6	0.6	0.2	"FSR"
100	78	391	9	91.7	0.6	0.6	0.1	"FSR"
100	79	1272	6	201.8	0.6	0.6	0.3	"FSR"
100	80	612	4	126.5	0.7	0.7	0.4	"FSR"
100	81	2370	2	449.7	0.5	0.5	0.1	"FSR"
100	82	202	3	63.3	0.5	0.5	0.2	"FSR"
100	83	961	5	256.8	0.6	0.6	0.1	"FSR"
100	84	956	2	248.8	0.6	0.6	0.1	"FSR"
100	85	1232	2	137.5	0.7	0.7	0.1	"FSR"
100	86	2907	2	466.7	0.6	0.6	0.2	"FSR"
100	87	587	2	225	0.4	0.4	0.3	"FSR"
100	88	920	4	227.7	0.6	0.6	0.2	"FSR"
100	89	362	1	101.3	0.6	0.6	0	"FSR"
100	90	1069	7	191.3	0.5	0.5	0.2	"FSR"
100	91	1451	2	235	0.6	0.6	0.2	"FSR"
100	92	2404	2	416	0.7	0.7	0.3	"FSR"
100	93	1869	6	446.8	0.5	0.5	0.2	"FSR"
100	94	667	4	100.2	0.5	0.5	0.2	"FSR"
100	95	751	1	117.5	0.7	0.7	0.2	"FSR"
100	96	713	5	154.5	0.6	0.6	0.3	"FSR"
100	97	1742	3	218.2	0.7	0.7	0.3	"FSR"
100	98	1149	2	263.7	0.5	0.5	0.3	"FSR"
100	99	616	1	199.9	0.5	0.5	0.5	"FSR"
100	100	953	5	249.6	0.6	0.6	0.3	"FSR"
110	1	1020	1	109.8	0.9	0.9	0	"FSR"
110	2	521	1	100.4	0.9	0.9	0	"FSR"
110	3	1091	1	161.1	0.8	0.8	0	"FSR"
110	4	294	1	49.4	0.8	0.8	0	"FSR"
110	5	110	1	20.6	0.7	0.7	0	"FSR"
110	6	623	1	69.6	0.8	0.8	0.1	"FSR"
110	7	537	1	82.7	0.8	0.8	0.1	"FSR"
110	8	278	1	53.5	0.7	0.7	0	"FSR"
110	9	817	2	107.9	0.8	0.8	0	"FSR"
110	10	495	1	84.8	0.8	0.8	0.2	"FSR"
110	11	584	1	88.5	0.8	0.8	0.1	"FSR"
110	12	766	2	90.5	0.8	0.8	0.1	"FSR"
110	13	712	1	97.6	0.8	0.8	0	"FSR"
110	14	155	2	34.4	0.8	0.8	0.1	"FSR"
110	15	197	2	33.7	0.7	0.7	0	"FSR"
110	16	573	1	70.3	0.7	0.7	0.1	"FSR"
110	17	61	3	14.2	0.8	0.8	0.1	"FSR"
110	18	1062	1	111.4	0.7	0.7	0.2	"FSR"
110	19	467	2	61.1	0.8	0.8	0	"FSR"
110	20	522	1	106.3	0.8	0.8	0.1	"FSR"
110	21	411	2	64.7	0.8	0.8	0.1	"FSR"
110	22	1831	2	266.6	0.8	0.8	0.2	"FSR"
110	23	678	1	73.1	0.8	0.8	0.2	"FSR"
110	24	648	1	135.1	0.8	0.8	0.2	"FSR"
110	25	218	1	37.8	0.7	0.7	0.1	"FSR"
110	26	710	3	103.5	0.8	0.8	0.1	"FSR"
110	27	770	2	103	0.8	0.8	0.3	"FSR"
110	28	281	2	53	0.8	0.8	0.1	"FSR"
110	29	2977	1	309.1	0.7	0.7	0	"FSR"
110	30	657	5	125.3	0.8	0.8	0	"FSR"
110	31	284	1	64.3	0.6	0.6	0.2	"FSR"
110	32	1910	4	215.2	0.8	0.8	0.2	"FSR"
110	33	379	1	51.2	0.8	0.8	0.4	"FSR"
110	34	751	2	111.9	0.8	0.8	0.3	"FSR"
110	35	600	3	97.5	0.8	0.8	0.1	"FSR"
110	36	691	2	142.3	0.8	0.8	0.3	"FSR"
110	37	284	3	37.6	0.8	0.8	0.2	"FSR"
110	38	562	5	95.9	0.8	0.8	0.2	"FSR"
110	39	208	1	37.1	0.7	0.7	0.4	"FSR"
110	40	556	3	111	0.8	0.8	0.1	"FSR"
110	41	737	3	112.6	0.8	0.8	0.4	"FSR"
110	42	587	5	118.6	0.8	0.8	0	"FSR"
110	43	1295	6	220.1	0.8	0.8	0.1	"FSR"
110	44	878	1	106.6	0.8	0.8	0.3	"FSR"
110	45	1522	4	184.1	0.8	0.8	0.6	"FSR"
110	46	710	1	126.1	0.7	0.7	0.3	"FSR"
110	47	579	2	62.3	0.8	0.8	0.4	"FSR"
110	48	1004	3	119.3	0.8	0.8	0.2	"FSR"
110	49	255	2	33.7	0.8	0.8	0	"FSR"
110	50	834	1	125.4	0.7	0.7	0.1	"FSR"
110	51	566	4	99.8	0.8	0.8	0.3	"FSR"
110	52	56	3	19.2	0.8	0.8	0.1	"FSR"
110	53	2025	2	365.1	0.8	0.8	0.3	"FSR"
110	54	801	4	114.9	0.8	0.8	0.1	"FSR"
110	55	1252	2	179	0.8	0.8	0.2	"FSR"
110	56	1971	1	257.1	0.7	0.7	0.4	"FSR"
110	57	244	4	56.1	0.7	0.7	0.4	"FSR"
110	58	987	4	119.3	0.8	0.8	0.3	"FSR"
110	59	965	4	133.5	0.8	0.8	0.3	"FSR"
110	60	1158	4	132.4	0.8	0.8	0.4	"FSR"
110	61	2086	1	223.5	0.7	0.7	0.3	"FSR"
110	62	132	6	28.6	0.8	0.8	0	"FSR"
110	63	360	4	79.5	0.7	0.7	0.3	"FSR"
110	64	1341	5	150.7	0.8	0.8	0.4	"FSR"
110	65	544	1	62.3	0.8	0.8	0.2	"FSR"
110	66	381	4	87.2	0.8	0.8	0.2	"FSR"
110	67	1669	5	192	0.6	0.6	0.1	"FSR"
110	68	239	3	39.5	0.8	0.8	0.6	"FSR"
110	69	566	1	74.1	0.8	0.8	0.2	"FSR"
110	70	724	1	82.9	0.7	0.7	0.3	"FSR"
110	71	103	4	25.3	0.8	0.8	0.3	"FSR"
110	72	446	3	63.9	0.8	0.8	0.2	"FSR"
110	73	487	2	98.7	0.8	0.8	0.3	"FSR"
110	74	709	3	86.7	0.8	0.8	0.5	"FSR"
110	75	573	1	71.2	0.8	0.8	0.3	"FSR"
110	76	114	1	20.6	0.8	0.8	0.4	"FSR"
110	77	2760	2	410.9	0.8	0.8	0.5	"FSR"
110	78	416	2	76.9	0.8	0.8	0.4	"FSR"
110	79	977	3	113.1	0.8	0.8	0.3	"FSR"
110	80	1051	3	121.9	0.8	0.8	0.6	"FSR"
110	81	727	4	95.9	0.8	0.8	0.5	"FSR"
110	82	513	2	63.2	0.8	0.8	0.3	"FSR"
110	83	376	3	72.7	0.7	0.7	0.2	"FSR"
110	84	1642	3	206.2	0.8	0.8	0.4	"FSR"
110	85	1874	7	209.1	0.8	0.8	0.1	"FSR"
110	86	262	1	56.3	0.7	0.7	0.4	"FSR"
110	87	219	2	35.7	0.7	0.7	0.4	"FSR"
110	88	1459	1	171.8	0.8	0.8	0.2	"FSR"
110	89	1428	1	164.4	0.8	0.8	0.3	"FSR"
110	90	533	5	116.5	0.8	0.8	0.2	"FSR"
110	91	221	2	38	0.7	0.7	0.5	"FSR"
110	92	1439	3	172.8	0.8	0.8	0.5	"FSR"
110	93	647	3	85.5	0.8	0.8	0.4	"FSR"
110	94	276	9	47.8	0.8	0.8	0.3	"FSR"
110	95	713	2	85.3	0.7	0.7	0.3	"FSR"
110	96	503	7	95.3	0.8	0.8	0.2	"FSR"
110	97	1162	3	199.7	0.8	0.8	0.3	"FSR"
110	98	1290	2	161.2	0.8	0.8	0.1	"FSR"
110	99	536	1	66.3	0.8	0.8	0.1	"FSR"
110	100	351	2	81.3	0.8	0.8	0.5	"FSR"
110	101	1037	1	190.7	0.8	0.8	0.2	"FSR"
110	102	805	3	97.4	0.8	0.8	0.3	"FSR"
110	103	441	7	62.4	0.8	0.8	0.3	"FSR"
110	104	1283	5	154.6	0.7	0.7	0.4	"FSR"
110	105	1203	4	174.7	0.6	0.6	0.3	"FSR"
110	106	275	2	49	0.8	0.8	0.3	"FSR"
110	107	2259	1	301.4	0.7	0.7	0.5	"FSR"
110	108	327	4	58.1	0.8	0.8	0.3	"FSR"
110	109	250	4	36	0.7	0.7	0.3	"FSR"
110	110	965	1	142.7	0.9	0.9	0.4	"FSR"
120	1	3495	1	476.9	0.3	0.3	0	"FSR"
120	2	3088	2	398.6	0.4	0.4	0	"FSR"
120	3	1231	1	275.8	0.4	0.4	0	"FSR"
120	4	760	1	217.3	0.4	0.4	0	"FSR"
120	5	955	2	306	0.4	0.4	0	"FSR"
120	6	1016	2	281.5	0.3	0.3	0	"FSR"
120	7	1714	1	369.8	0.3	0.3	0	"FSR"
120	8	2004	1	397	0.4	0.4	0	"FSR"
120	9	1666	1	378.7	0.3	0.3	0.1	"FSR"
120	10	714	2	229.9	0.3	0.3	0.1	"FSR"
120	11	674	4	243.6	0.4	0.4	0	"FSR"
120	12	2311	2	354.2	0.4	0.4	0.1	"FSR"
120	13	974	5	378.1	0.3	0.3	0.1	"FSR"
120	14	2246	5	512.3	0.4	0.4	0	"FSR"
120	15	1504	3	272.3	0.4	0.4	0	"FSR"
120	16	1358	4	401.7	0.3	0.3	0	"FSR"
120	17	1432	3	311.6	0.3	0.3	0	"FSR"
120	18	940	1	199.1	0.4	0.4	0.1	"FSR"
120	19	473	7	136.9	0.4	0.4	0.1	"FSR"
120	20	1547	2	473.2	0.4	0.4	0	"FSR"
120	21	1971	2	518	0.3	0.3	0	"FSR"
120	22	2264	4	446.4	0.4	0.4	0.1	"FSR"
120	23	1439	14	550.7	0.3	0.3	0.1	"FSR"
120	24	627	3	150.5	0.3	0.3	0.2	"FSR"
120	25	690	3	205.1	0.4	0.4	0.1	"FSR"
120	26	817	8	180.1	0.4	0.4	0	"FSR"
120	27	1002	6	327.2	0.4	0.4	0.1	"FSR"
120	28	1428	4	269.9	0.4	0.4	0.1	"FSR"
120	29	1479	7	434.5	0.3	0.3	0	"FSR"
120	30	863	6	297.6	0.3	0.3	0.1	"FSR"
120	31	3910	6	680.4	0.4	0.4	0	"FSR"
120	32	1627	5	295.8	0.3	0.3	0.1	"FSR"
120	33	693	6	210.5	0.3	0.3	0.1	"FSR"
120	34	1018	5	332.1	0.3	0.3	0.3	"FSR"
120	35	360	9	141	0.3	0.3	0.1	"FSR"
120	36	809	7	278.9	0.4	0.4	0	"FSR"
120	37	1257	2	473	0.3	0.3	0.3	"FSR"
120	38	813	4	293.8	0.4	0.4	0	"FSR"
120	39	1693	5	311.9	0.3	0.3	0.1	"FSR"
120	40	2565	2	436.3	0.4	0.4	0.1	"FSR"
120	41	3156	12	632.8	0.3	0.3	0	"FSR"
120	42	1572	2	304.4	0.4	0.4	0.2	"FSR"
120	43	1078	3	343	0.3	0.3	0.2	"FSR"
120	44	2051	8	376.8	0.5	0.5	0.1	"FSR"
120	45	997	5	308.5	0.3	0.3	0.1	"FSR"
120	46	1665	6	445.3	0.3	0.3	0.1	"FSR"
120	47	1368	2	255.9	0.3	0.3	0.2	"FSR"
120	48	1152	7	268.4	0.3	0.3	0	"FSR"
120	49	1056	5	318.9	0.3	0.3	0	"FSR"
120	50	995	4	324.8	0.2	0.2	0	"FSR"
120	51	1408	7	387.3	0.4	0.4	0	"FSR"
120	52	1094	3	284.6	0.4	0.4	0.1	"FSR"
120	53	985	6	219.6	0.4	0.4	0	"FSR"
120	54	997	15	235.3	0.4	0.4	0.1	"FSR"
120	55	2059	2	641.6	0.3	0.3	0.1	"FSR"
120	56	1482	4	376.1	0.5	0.5	0	"FSR"
120	57	1217	2	507.4	0.3	0.3	0.1	"FSR"
120	58	330	7	100	0.3	0.3	0	"FSR"
120	59	1443	1	260.6	0.2	0.2	0.1	"FSR"
120	60	1511	4	284.2	0.4	0.4	0.1	"FSR"
120	61	1189	6	386	0.4	0.4	0.3	"FSR"
120	62	3104	7	615.5	0.3	0.3	0.2	"FSR"
120	63	1011	8	282.8	0.4	0.4	0.1	"FSR"
120	64	1782	5	395.9	0.4	0.4	0.2	"FSR"
120	65	738	11	264.6	0.3	0.3	0.2	"FSR"
120	66	821	4	183.1	0.3	0.3	0.3	"FSR"
120	67	2252	6	518.8	0.3	0.3	0.1	"FSR"
120	68	2208	7	653.3	0.4	0.4	0.3	"FSR"
120	69	1611	7	401.3	0.3	0.3	0	"FSR"
120	70	1034	5	328.6	0.3	0.3	0.1	"FSR"
120	71	1834	3	353.8	0.3	0.3	0	"FSR"
120	72	638	7	231.4	0.4	0.4	0	"FSR"
120	73	2200	16	465.2	0.3	0.3	0	"FSR"
120	74	1366	1	474.1	0.3	0.3	0.1	"FSR"
120	75	936	11	236.7	0.4	0.4	0.3	"FSR"
120	76	621	1	191.2	0.3	0.3	0.1	"FSR"
120	77	975	3	285.4	0.3	0.3	0.1	"FSR"
120	78	1427	3	249	0.4	0.4	0.2	"FSR"
120	79	1317	11	436.4	0.4	0.4	0.4	"FSR"
120	80	673	1	222.3	0.4	0.4	0.2	"FSR"
120	81	1782	1	576.2	0.3	0.3	0.2	"FSR"
120	82	624	1	175.7	0.4	0.4	0.3	"FSR"
120	83	1806	9	400.8	0.3	0.3	0.1	"FSR"
120	84	870	8	208.2	0.3	0.3	0.1	"FSR"
120	85	1219	6	212.6	0.4	0.4	0.1	"FSR"
120	86	1375	7	481.3	0.3	0.3	0.1	"FSR"
120	87	1450	8	282.8	0.3	0.3	0	"FSR"
120	88	787	14	250.1	0.3	0.3	0.1	"FSR"
120	89	1460	9	400.1	0.4	0.4	0.1	"FSR"
120	90	613	2	143.8	0.3	0.3	0.2	"FSR"
