"number_wasps"	"w"	"max_steps"	"min_steps"	"mean_steps"	"mean_survival"	"mean_nested"	"mean_usurp"	"Treatment"
200	110	1590	5	214.5	0.6	0.6	0.2	"FSR"
200	111	387	1	122.2	0.5	0.5	0.2	"FSR"
200	112	577	4	87.5	0.5	0.5	0.2	"FSR"
200	113	1559	3	303.6	0.7	0.7	0.1	"FSR"
200	114	329	2	99.3	0.5	0.5	0.3	"FSR"
200	115	1407	2	305.2	0.4	0.4	0.1	"FSR"
200	116	320	4	74.1	0.7	0.7	0.2	"FSR"
200	117	1246	1	328.4	0.6	0.6	0.3	"FSR"
200	118	642	4	98.6	0.6	0.6	0.1	"FSR"
200	119	1167	1	173.2	0.5	0.5	0.2	"FSR"
200	120	1223	1	384.6	0.5	0.5	0.3	"FSR"
200	121	606	7	160.2	0.5	0.5	0.3	"FSR"
200	122	1282	5	487.4	0.4	0.4	0.3	"FSR"
200	123	751	2	210.9	0.5	0.5	0.2	"FSR"
200	124	1703	6	252.2	0.5	0.5	0.1	"FSR"
200	125	1807	1	374.1	0.5	0.5	0.4	"FSR"
200	126	1915	1	401.3	0.6	0.6	0.4	"FSR"
200	127	939	1	245.2	0.5	0.5	0.4	"FSR"
200	128	666	4	190.8	0.5	0.5	0.1	"FSR"
200	129	1383	8	431.5	0.4	0.4	0.2	"FSR"
200	130	333	2	67.5	0.5	0.5	0.3	"FSR"
200	131	3608	7	542.6	0.5	0.5	0.3	"FSR"
200	132	1386	1	219	0.6	0.6	0.5	"FSR"
200	133	2325	6	400	0.6	0.6	0.2	"FSR"
200	134	751	5	143.1	0.6	0.6	0.3	"FSR"
200	135	363	1	85.9	0.6	0.6	0.1	"FSR"
200	136	951	1	276.6	0.4	0.4	0.2	"FSR"
200	137	1017	8	232.3	0.6	0.6	0.2	"FSR"
200	138	405	5	87.9	0.7	0.7	0.2	"FSR"
200	139	586	2	114.3	0.5	0.5	0.4	"FSR"
200	140	988	2	218.5	0.6	0.6	0.3	"FSR"
200	141	967	2	217.3	0.4	0.4	0.3	"FSR"
200	142	904	2	202.6	0.6	0.6	0.3	"FSR"
200	143	1747	3	331.4	0.6	0.6	0.4	"FSR"
200	144	792	1	181.4	0.5	0.5	0.3	"FSR"
200	145	462	1	106.5	0.7	0.7	0.2	"FSR"
200	146	583	1	155.6	0.6	0.6	0.4	"FSR"
200	147	508	5	172.6	0.5	0.5	0.2	"FSR"
200	148	1725	3	395.9	0.6	0.6	0.3	"FSR"
200	149	1409	3	217.8	0.6	0.6	0.3	"FSR"
200	150	702	2	121.1	0.6	0.6	0.5	"FSR"
200	151	390	2	105.8	0.5	0.5	0.3	"FSR"
200	152	3263	3	612.3	0.4	0.4	0.1	"FSR"
200	153	1451	7	251.2	0.7	0.7	0.2	"FSR"
200	154	538	2	91.3	0.6	0.6	0.4	"FSR"
200	155	1339	4	192.6	0.6	0.6	0.3	"FSR"
200	156	888	4	185.6	0.5	0.5	0.3	"FSR"
200	157	1075	1	294.8	0.6	0.6	0.4	"FSR"
200	158	669	2	175.5	0.5	0.5	0.3	"FSR"
200	159	973	3	256.8	0.5	0.5	0.2	"FSR"
200	160	706	2	153.9	0.6	0.6	0.4	"FSR"
200	161	1182	1	157.3	0.6	0.6	0.3	"FSR"
200	162	1262	11	283.6	0.6	0.6	0.2	"FSR"
200	163	1324	2	206.5	0.7	0.7	0.4	"FSR"
200	164	1364	5	247.7	0.5	0.5	0.1	"FSR"
200	165	925	1	196.4	0.7	0.7	0.3	"FSR"
200	166	2272	8	441.9	0.5	0.5	0.3	"FSR"
200	167	1624	4	211.1	0.6	0.6	0.1	"FSR"
200	168	714	15	149.4	0.7	0.7	0.2	"FSR"
200	169	1074	9	301	0.6	0.6	0.3	"FSR"
200	170	2110	3	398.9	0.4	0.4	0.4	"FSR"
200	171	2106	14	439.7	0.5	0.5	0.3	"FSR"
200	172	2153	2	374.9	0.5	0.5	0.5	"FSR"
200	173	779	4	205.2	0.5	0.5	0.2	"FSR"
200	174	2479	3	342.6	0.6	0.6	0.3	"FSR"
200	175	1127	10	250.3	0.6	0.6	0.1	"FSR"
200	176	692	5	176.4	0.6	0.6	0.5	"FSR"
200	177	276	1	81.5	0.5	0.5	0.4	"FSR"
200	178	344	10	94.4	0.5	0.5	0.4	"FSR"
200	179	1050	1	238.8	0.6	0.6	0.3	"FSR"
200	180	649	6	125.4	0.6	0.6	0.3	"FSR"
200	181	700	2	157.7	0.5	0.5	0.4	"FSR"
200	182	1318	4	374.4	0.4	0.4	0.3	"FSR"
200	183	2039	1	347.7	0.7	0.7	0.6	"FSR"
200	184	1246	7	189.8	0.5	0.5	0.3	"FSR"
200	185	636	2	270.6	0.5	0.5	0.3	"FSR"
200	186	1693	1	302.8	0.6	0.6	0.3	"FSR"
200	187	730	1	121.3	0.7	0.7	0.5	"FSR"
200	188	1448	2	373.1	0.6	0.6	0.4	"FSR"
200	189	751	1	125.9	0.6	0.6	0.4	"FSR"
200	190	361	1	123.1	0.5	0.5	0.3	"FSR"
200	191	1244	1	248.5	0.6	0.6	0.4	"FSR"
200	192	412	1	125.2	0.6	0.6	0.3	"FSR"
200	193	1360	10	329.4	0.5	0.5	0.2	"FSR"
200	194	618	1	173.2	0.5	0.5	0.3	"FSR"
200	195	1316	3	273.1	0.5	0.5	0.4	"FSR"
200	196	472	2	107.8	0.7	0.7	0.4	"FSR"
200	197	1097	9	208.6	0.6	0.6	0.2	"FSR"
200	198	736	2	185.6	0.6	0.6	0.4	"FSR"
200	199	969	1	159.6	0.6	0.6	0.2	"FSR"
200	200	1072	5	223.6	0.6	0.6	0.4	"FSR"
50	1	756	1	163	0.6	0.6	0	"RSF"
50	2	1091	1	205.1	0.7	0.7	0	"RSF"
50	3	551	1	119.3	0.7	0.7	0	"RSF"
50	4	295	1	67.9	0.6	0.6	0	"RSF"
50	5	880	1	157.1	0.6	0.6	0	"RSF"
50	6	1009	2	183.7	0.9	0.9	0	"RSF"
50	7	915	1	146.7	0.8	0.8	0.2	"RSF"
50	8	303	2	78.3	0.6	0.6	0	"RSF"
50	9	1118	2	210.8	0.7	0.7	0.1	"RSF"
50	10	517	1	72.8	0.8	0.8	0.1	"RSF"
50	11	579	3	112.1	0.8	0.8	0	"RSF"
50	12	2198	1	274.1	0.6	0.6	0.1	"RSF"
50	13	384	2	79.7	0.6	0.6	0.2	"RSF"
50	14	2062	1	306.1	0.7	0.7	0.1	"RSF"
50	15	1469	3	212.6	0.9	0.9	0.2	"RSF"
50	16	341	2	69.1	0.7	0.7	0.2	"RSF"
50	17	1574	2	276.7	0.6	0.6	0.2	"RSF"
50	18	764	5	155.2	0.7	0.7	0.2	"RSF"
50	19	1669	1	361.9	0.8	0.8	0.1	"RSF"
50	20	830	4	315.5	0.5	0.5	0	"RSF"
50	21	2284	2	311.2	0.6	0.6	0	"RSF"
50	22	396	2	88.8	0.7	0.7	0.3	"RSF"
50	23	1404	3	195.5	0.7	0.7	0.1	"RSF"
50	24	1183	3	159.7	0.6	0.6	0.2	"RSF"
50	25	612	4	124.8	0.6	0.6	0.2	"RSF"
50	26	3130	2	454.8	0.6	0.6	0.3	"RSF"
50	27	1772	3	238.7	0.6	0.6	0.1	"RSF"
50	28	692	4	172.9	0.6	0.6	0.2	"RSF"
50	29	948	4	126.7	0.5	0.5	0.1	"RSF"
50	30	958	1	138.5	0.7	0.7	0.3	"RSF"
50	31	1259	2	157.8	0.5	0.5	0.1	"RSF"
50	32	1246	2	211.8	0.6	0.6	0.2	"RSF"
50	33	185	3	40.6	0.8	0.8	0.2	"RSF"
50	34	509	1	114.4	0.7	0.7	0.1	"RSF"
50	35	370	5	90.6	0.7	0.7	0.2	"RSF"
50	36	945	6	151.3	0.7	0.7	0.1	"RSF"
50	37	2167	4	356.3	0.5	0.5	0.1	"RSF"
50	38	1257	1	303.2	0.5	0.5	0	"RSF"
50	39	569	5	145.8	0.6	0.6	0.3	"RSF"
50	40	1260	3	324.4	0.7	0.7	0.3	"RSF"
50	41	649	4	137.7	0.6	0.6	0	"RSF"
50	42	254	4	78.6	0.7	0.7	0.3	"RSF"
50	43	528	2	106.2	0.7	0.7	0.3	"RSF"
50	44	387	7	86	0.7	0.7	0.2	"RSF"
50	45	257	4	48.4	0.5	0.5	0	"RSF"
50	46	764	2	257.9	0.6	0.6	0.3	"RSF"
50	47	678	5	176.1	0.5	0.5	0.1	"RSF"
50	48	508	3	118.3	0.7	0.7	0.5	"RSF"
50	49	383	1	128.9	0.5	0.5	0	"RSF"
50	50	1446	3	249.6	0.7	0.7	0.4	"RSF"
60	1	514	1	138.6	0.6	0.6	0	"RSF"
60	2	730	1	128.4	0.6	0.6	0	"RSF"
60	3	259	1	74.7	0.7	0.7	0	"RSF"
60	4	1573	1	377.5	0.7	0.7	0	"RSF"
60	5	1598	2	352.2	0.7	0.7	0	"RSF"
60	6	1449	1	314	0.8	0.8	0	"RSF"
60	7	385	1	81	0.7	0.7	0.1	"RSF"
60	8	1756	2	337.2	0.6	0.6	0	"RSF"
60	9	2449	1	402.7	0.7	0.7	0.2	"RSF"
60	10	2480	2	477.3	0.8	0.8	0.1	"RSF"
60	11	580	2	94.9	0.4	0.4	0	"RSF"
60	12	382	5	122.7	0.7	0.7	0.2	"RSF"
60	13	1308	2	268.4	0.5	0.5	0	"RSF"
60	14	934	1	158.5	0.8	0.8	0.1	"RSF"
60	15	1207	2	287.3	0.7	0.7	0.2	"RSF"
60	16	419	1	108.5	0.8	0.8	0.3	"RSF"
60	17	307	2	87	0.7	0.7	0.2	"RSF"
60	18	1535	2	197.3	0.7	0.7	0.2	"RSF"
60	19	671	3	137.7	0.6	0.6	0	"RSF"
60	20	314	3	69.3	0.6	0.6	0.1	"RSF"
60	21	531	3	110.3	0.8	0.8	0.2	"RSF"
60	22	306	4	53.5	0.7	0.7	0.2	"RSF"
60	23	1155	2	178.8	0.7	0.7	0.1	"RSF"
60	24	1013	9	254.3	0.7	0.7	0.2	"RSF"
60	25	2165	5	355.2	0.7	0.7	0.1	"RSF"
60	26	666	4	136.5	0.7	0.7	0.3	"RSF"
60	27	400	4	117	0.6	0.6	0.2	"RSF"
60	28	855	3	154.5	0.5	0.5	0.1	"RSF"
60	29	1375	2	368.3	0.6	0.6	0.2	"RSF"
60	30	544	4	155.5	0.6	0.6	0.2	"RSF"
60	31	604	2	89.1	0.7	0.7	0.3	"RSF"
60	32	997	3	314.6	0.5	0.5	0.1	"RSF"
60	33	574	1	114.5	0.5	0.5	0.2	"RSF"
60	34	183	2	54.2	0.7	0.7	0.2	"RSF"
60	35	2191	1	313.1	0.7	0.7	0.4	"RSF"
60	36	955	5	193	0.6	0.6	0.2	"RSF"
60	37	577	4	117.8	0.8	0.8	0.3	"RSF"
60	38	135	2	47.4	0.5	0.5	0	"RSF"
60	39	680	2	199.4	0.5	0.5	0.1	"RSF"
60	40	958	6	180.4	0.5	0.5	0.2	"RSF"
60	41	900	1	175	0.6	0.6	0.2	"RSF"
60	42	467	4	145.9	0.5	0.5	0.3	"RSF"
60	43	367	4	95.9	0.7	0.7	0.1	"RSF"
60	44	1134	4	254.9	0.6	0.6	0.2	"RSF"
60	45	762	9	194.6	0.7	0.7	0.1	"RSF"
60	46	313	1	55.6	0.7	0.7	0.2	"RSF"
60	47	1034	2	291.6	0.7	0.7	0.3	"RSF"
60	48	391	6	114.4	0.5	0.5	0	"RSF"
60	49	236	3	63	0.6	0.6	0.3	"RSF"
60	50	1080	4	177.3	0.7	0.7	0.2	"RSF"
60	51	875	1	147.7	0.6	0.6	0.2	"RSF"
60	52	863	5	225.2	0.6	0.6	0	"RSF"
60	53	1464	5	252.5	0.6	0.6	0.1	"RSF"
60	54	364	3	102.5	0.7	0.7	0.3	"RSF"
60	55	1032	2	192.6	0.7	0.7	0.2	"RSF"
60	56	2454	4	445.3	0.4	0.4	0	"RSF"
60	57	282	3	124.8	0.6	0.6	0.1	"RSF"
60	58	654	4	133.1	0.6	0.6	0.2	"RSF"
60	59	415	1	135.2	0.7	0.7	0.5	"RSF"
60	60	792	6	188.6	0.6	0.6	0.3	"RSF"
70	1	856	1	172	0.7	0.7	0	"RSF"
70	2	403	1	116.9	0.7	0.7	0	"RSF"
70	3	663	2	192.4	0.7	0.7	0	"RSF"
70	4	570	1	120.1	0.8	0.8	0	"RSF"
70	5	514	1	78.9	0.6	0.6	0	"RSF"
70	6	809	1	180.6	0.6	0.6	0	"RSF"
70	7	340	1	113.4	0.7	0.7	0	"RSF"
70	8	2326	2	384.5	0.7	0.7	0	"RSF"
70	9	429	1	87	0.6	0.6	0.1	"RSF"
70	10	518	2	110.2	0.8	0.8	0.1	"RSF"
70	11	2693	1	373.7	0.5	0.5	0.2	"RSF"
70	12	735	2	196.1	0.6	0.6	0.1	"RSF"
70	13	1512	2	329.2	0.7	0.7	0.1	"RSF"
70	14	1288	3	237.3	0.7	0.7	0	"RSF"
70	15	600	2	150.5	0.6	0.6	0.1	"RSF"
70	16	1234	2	269.8	0.6	0.6	0.1	"RSF"
70	17	742	2	178.6	0.6	0.6	0.1	"RSF"
70	18	641	3	144	0.6	0.6	0.1	"RSF"
70	19	759	4	111	0.8	0.8	0.1	"RSF"
70	20	621	4	92.7	0.6	0.6	0	"RSF"
70	21	630	2	172.3	0.6	0.6	0.1	"RSF"
70	22	660	2	117.3	0.6	0.6	0	"RSF"
70	23	1256	4	198.5	0.7	0.7	0.2	"RSF"
70	24	1073	4	254.2	0.4	0.4	0	"RSF"
70	25	2281	2	464.2	0.6	0.6	0.2	"RSF"
70	26	1138	3	176.1	0.7	0.7	0.2	"RSF"
70	27	362	6	89.8	0.8	0.8	0.2	"RSF"
70	28	1881	6	311.6	0.6	0.6	0	"RSF"
70	29	1567	4	293.2	0.4	0.4	0.1	"RSF"
70	30	1083	2	252.8	0.6	0.6	0.1	"RSF"
70	31	548	2	128.8	0.7	0.7	0.4	"RSF"
70	32	807	1	159.2	0.6	0.6	0.1	"RSF"
70	33	1900	2	297.5	0.6	0.6	0.1	"RSF"
70	34	1347	6	332.6	0.6	0.6	0.2	"RSF"
70	35	679	1	115.1	0.6	0.6	0.3	"RSF"
70	36	356	4	78.5	0.8	0.8	0.3	"RSF"
70	37	1280	6	217	0.6	0.6	0.2	"RSF"
70	38	467	3	163.7	0.5	0.5	0.1	"RSF"
70	39	229	1	79.8	0.6	0.6	0.2	"RSF"
70	40	602	2	118.7	0.6	0.6	0.3	"RSF"
70	41	1274	4	295.4	0.7	0.7	0.2	"RSF"
70	42	801	3	200.8	0.7	0.7	0.3	"RSF"
70	43	1301	2	221.1	0.7	0.7	0.1	"RSF"
70	44	579	1	159.6	0.6	0.6	0.2	"RSF"
70	45	1304	6	181.1	0.6	0.6	0.1	"RSF"
70	46	619	5	131.4	0.8	0.8	0.4	"RSF"
70	47	1308	3	254.5	0.7	0.7	0.2	"RSF"
70	48	198	3	82.3	0.5	0.5	0.3	"RSF"
70	49	921	1	128.1	0.6	0.6	0.2	"RSF"
70	50	1051	2	266	0.6	0.6	0.1	"RSF"
70	51	1160	4	220.3	0.6	0.6	0.1	"RSF"
70	52	2167	5	316.4	0.7	0.7	0.4	"RSF"
70	53	1370	6	210.5	0.7	0.7	0.1	"RSF"
70	54	541	2	126.5	0.6	0.6	0.4	"RSF"
70	55	646	7	160.3	0.6	0.6	0.3	"RSF"
70	56	662	1	174.5	0.7	0.7	0.2	"RSF"
70	57	1190	6	251.1	0.7	0.7	0.5	"RSF"
70	58	1150	1	220	0.7	0.7	0.4	"RSF"
70	59	679	6	205.7	0.6	0.6	0.1	"RSF"
70	60	2644	2	281.3	0.8	0.8	0.5	"RSF"
70	61	370	5	113.3	0.7	0.7	0.3	"RSF"
70	62	210	1	66.2	0.7	0.7	0.5	"RSF"
70	63	1659	1	204.4	0.4	0.4	0.1	"RSF"
70	64	464	3	116.6	0.6	0.6	0.2	"RSF"
70	65	528	1	160.1	0.6	0.6	0.2	"RSF"
70	66	324	3	69.5	0.6	0.6	0.1	"RSF"
70	67	954	4	212	0.6	0.6	0.4	"RSF"
70	68	831	8	184.2	0.5	0.5	0.1	"RSF"
70	69	1412	8	389.2	0.7	0.7	0.2	"RSF"
70	70	1215	5	298	0.7	0.7	0.3	"RSF"
80	1	1351	1	201.6	0.6	0.6	0	"RSF"
80	2	2592	1	416.5	0.8	0.8	0	"RSF"
80	3	642	2	136.1	0.7	0.7	0	"RSF"
80	4	690	1	110.1	0.7	0.7	0	"RSF"
80	5	1914	1	322.9	0.7	0.7	0	"RSF"
80	6	453	1	110.7	0.7	0.7	0.2	"RSF"
80	7	1891	1	321.8	0.8	0.8	0.1	"RSF"
80	8	1509	1	314.7	0.7	0.7	0	"RSF"
80	9	764	2	153.5	0.6	0.6	0	"RSF"
80	10	579	2	124.1	0.6	0.6	0	"RSF"
80	11	1595	2	191.2	0.7	0.7	0	"RSF"
80	12	902	1	163	0.6	0.6	0	"RSF"
80	13	1008	2	123.1	0.8	0.8	0	"RSF"
80	14	767	1	161.4	0.6	0.6	0	"RSF"
80	15	580	2	125.5	0.6	0.6	0	"RSF"
80	16	350	3	64.6	0.7	0.7	0.1	"RSF"
80	17	1030	3	282	0.7	0.7	0.2	"RSF"
80	18	1233	4	171.6	0.6	0.6	0	"RSF"
80	19	289	2	73.4	0.7	0.7	0.2	"RSF"
80	20	616	4	184.7	0.7	0.7	0.1	"RSF"
80	21	816	3	115.7	0.7	0.7	0.1	"RSF"
80	22	724	3	185.5	0.7	0.7	0.1	"RSF"
80	23	98	1	40.9	0.6	0.6	0.2	"RSF"
80	24	597	1	167.9	0.7	0.7	0.3	"RSF"
80	25	1056	5	173.9	0.7	0.7	0.2	"RSF"
80	26	1061	7	192.3	0.5	0.5	0	"RSF"
80	27	633	2	186.5	0.6	0.6	0.4	"RSF"
80	28	1044	2	192	0.6	0.6	0.2	"RSF"
80	29	444	4	101.6	0.7	0.7	0.2	"RSF"
80	30	649	1	120	0.7	0.7	0.2	"RSF"
80	31	1045	4	179.8	0.7	0.7	0.1	"RSF"
80	32	636	7	162.5	0.6	0.6	0.1	"RSF"
80	33	820	6	169	0.6	0.6	0.2	"RSF"
80	34	639	4	153.6	0.7	0.7	0.3	"RSF"
80	35	411	2	123.2	0.7	0.7	0.4	"RSF"
80	36	1228	1	241.9	0.8	0.8	0.3	"RSF"
80	37	1731	1	274.3	0.6	0.6	0.2	"RSF"
80	38	381	5	134.7	0.6	0.6	0.2	"RSF"
80	39	514	7	129.6	0.7	0.7	0.2	"RSF"
80	40	574	2	99.3	0.6	0.6	0.2	"RSF"
80	41	1355	3	194	0.6	0.6	0.3	"RSF"
80	42	1415	9	196.2	0.6	0.6	0.3	"RSF"
80	43	858	3	143.1	0.6	0.6	0.1	"RSF"
80	44	281	4	89	0.6	0.6	0	"RSF"
80	45	603	2	120.4	0.6	0.6	0.1	"RSF"
80	46	263	12	72.8	0.7	0.7	0.3	"RSF"
80	47	232	3	70.2	0.6	0.6	0.2	"RSF"
80	48	265	2	82.1	0.7	0.7	0.3	"RSF"
80	49	1249	5	213.5	0.6	0.6	0.1	"RSF"
80	50	1973	6	308.6	0.6	0.6	0.2	"RSF"
80	51	994	3	215.7	0.6	0.6	0.2	"RSF"
80	52	1287	5	228.9	0.6	0.6	0.2	"RSF"
80	53	326	4	84.7	0.6	0.6	0.3	"RSF"
80	54	748	3	228.1	0.7	0.7	0.3	"RSF"
80	55	2209	6	569.7	0.6	0.6	0.3	"RSF"
80	56	461	3	137.7	0.7	0.7	0.5	"RSF"
80	57	458	7	112.8	0.6	0.6	0.2	"RSF"
80	58	622	5	150.1	0.5	0.5	0	"RSF"
80	59	630	2	126.7	0.8	0.8	0.3	"RSF"
80	60	632	6	159.9	0.6	0.6	0.2	"RSF"
80	61	636	2	192.3	0.5	0.5	0.2	"RSF"
80	62	978	14	217.5	0.6	0.6	0.1	"RSF"
80	63	636	6	195.1	0.6	0.6	0.2	"RSF"
80	64	1848	5	274.1	0.4	0.4	0.1	"RSF"
80	65	1183	4	248.8	0.6	0.6	0.1	"RSF"
80	66	385	4	81.1	0.6	0.6	0.3	"RSF"
80	67	286	4	78.4	0.7	0.7	0.4	"RSF"
80	68	354	7	82.6	0.6	0.6	0.1	"RSF"
80	69	472	4	99.8	0.5	0.5	0.3	"RSF"
80	70	1206	3	200.2	0.7	0.7	0.2	"RSF"
80	71	645	7	174.2	0.7	0.7	0.3	"RSF"
80	72	531	5	114.7	0.9	0.9	0.2	"RSF"
80	73	2077	4	378.5	0.7	0.7	0.3	"RSF"
80	74	323	5	123.2	0.5	0.5	0	"RSF"
80	75	576	4	103.8	0.5	0.5	0.2	"RSF"
80	76	1489	1	283.4	0.5	0.5	0.2	"RSF"
80	77	376	4	98.3	0.5	0.5	0.3	"RSF"
80	78	777	4	164.8	0.7	0.7	0.3	"RSF"
80	79	660	1	177.9	0.6	0.6	0.4	"RSF"
80	80	1871	6	232.8	0.7	0.7	0.5	"RSF"
90	1	840	1	136.5	0.6	0.6	0	"RSF"
90	2	527	1	106.3	0.7	0.7	0	"RSF"
90	3	509	1	78.5	0.7	0.7	0.1	"RSF"
90	4	812	1	107.6	0.6	0.6	0	"RSF"
90	5	557	1	110.2	0.8	0.8	0.1	"RSF"
90	6	689	1	169.4	0.6	0.6	0	"RSF"
90	7	1086	1	158	0.7	0.7	0.1	"RSF"
90	8	897	1	175.3	0.7	0.7	0	"RSF"
90	9	1123	1	154.7	0.6	0.6	0.1	"RSF"
90	10	706	2	166.7	0.5	0.5	0	"RSF"
90	11	759	2	131	0.7	0.7	0	"RSF"
90	12	135	1	46.2	0.8	0.8	0	"RSF"
90	13	1487	2	259.2	0.7	0.7	0.1	"RSF"
90	14	438	2	83.2	0.7	0.7	0	"RSF"
90	15	1212	2	259.5	0.6	0.6	0.1	"RSF"
90	16	507	1	103.6	0.7	0.7	0.2	"RSF"
90	17	660	2	86.5	0.6	0.6	0.2	"RSF"
90	18	656	2	104.5	0.6	0.6	0.1	"RSF"
90	19	967	2	244.5	0.5	0.5	0.2	"RSF"
90	20	961	3	251.7	0.6	0.6	0.1	"RSF"
90	21	571	3	135.5	0.6	0.6	0.1	"RSF"
90	22	544	3	98.5	0.6	0.6	0	"RSF"
90	23	1542	1	233.2	0.5	0.5	0.3	"RSF"
90	24	544	2	119.6	0.7	0.7	0.3	"RSF"
90	25	168	3	78.2	0.7	0.7	0.3	"RSF"
90	26	482	3	154.8	0.7	0.7	0.1	"RSF"
90	27	1188	1	247.7	0.6	0.6	0.1	"RSF"
90	28	720	3	171.3	0.6	0.6	0.1	"RSF"
90	29	1218	3	287.4	0.7	0.7	0.4	"RSF"
90	30	2137	4	462	0.7	0.7	0.2	"RSF"
90	31	661	2	134	0.6	0.6	0.4	"RSF"
90	32	1249	5	210.8	0.6	0.6	0.1	"RSF"
90	33	225	5	47.3	0.8	0.8	0.2	"RSF"
90	34	1431	5	270.6	0.4	0.4	0.1	"RSF"
90	35	1840	3	290.4	0.7	0.7	0.1	"RSF"
90	36	256	1	108.7	0.6	0.6	0.3	"RSF"
90	37	550	3	178.9	0.6	0.6	0	"RSF"
90	38	1062	2	164.4	0.7	0.7	0.1	"RSF"
90	39	571	5	141.2	0.7	0.7	0.4	"RSF"
90	40	839	6	214.8	0.6	0.6	0.1	"RSF"
90	41	922	2	227.4	0.7	0.7	0.1	"RSF"
90	42	1221	9	238.7	0.6	0.6	0.2	"RSF"
90	43	1009	4	216.7	0.6	0.6	0.1	"RSF"
90	44	920	6	231.9	0.6	0.6	0	"RSF"
90	45	820	3	166.3	0.7	0.7	0.1	"RSF"
90	46	1165	5	251.7	0.6	0.6	0.1	"RSF"
90	47	295	3	65.8	0.7	0.7	0.4	"RSF"
90	48	1314	5	385.4	0.6	0.6	0.2	"RSF"
90	49	753	9	214.7	0.5	0.5	0.2	"RSF"
90	50	914	4	182.9	0.6	0.6	0.2	"RSF"
90	51	737	1	196.6	0.5	0.5	0.2	"RSF"
90	52	450	3	133	0.6	0.6	0.2	"RSF"
90	53	1484	7	235.4	0.7	0.7	0.5	"RSF"
90	54	733	3	110.8	0.7	0.7	0.3	"RSF"
90	55	1184	3	198	0.7	0.7	0.3	"RSF"
90	56	504	3	167.1	0.6	0.6	0.3	"RSF"
90	57	461	3	140.3	0.7	0.7	0.2	"RSF"
90	58	893	2	221.1	0.7	0.7	0.3	"RSF"
90	59	1629	8	200	0.7	0.7	0.4	"RSF"
90	60	1111	9	232.8	0.7	0.7	0.3	"RSF"
90	61	2032	2	346.5	0.7	0.7	0.4	"RSF"
90	62	759	2	183.9	0.6	0.6	0.5	"RSF"
90	63	385	10	118.1	0.5	0.5	0.1	"RSF"
90	64	1756	1	284.9	0.6	0.6	0.3	"RSF"
90	65	1267	1	272.3	0.7	0.7	0.2	"RSF"
90	66	437	11	91.5	0.6	0.6	0.1	"RSF"
90	67	1279	1	315.6	0.6	0.6	0.3	"RSF"
90	68	1519	1	320.6	0.7	0.7	0.3	"RSF"
90	69	1562	2	253.8	0.7	0.7	0.4	"RSF"
90	70	523	3	90.7	0.7	0.7	0.2	"RSF"
90	71	1074	8	350.2	0.6	0.6	0.2	"RSF"
90	72	1995	5	246.3	0.8	0.8	0.5	"RSF"
90	73	1287	6	197.8	0.6	0.6	0.2	"RSF"
90	74	1042	3	153.3	0.7	0.7	0.2	"RSF"
90	75	1073	6	218.5	0.8	0.8	0.4	"RSF"
90	76	830	5	214.8	0.6	0.6	0.2	"RSF"
90	77	760	2	126	0.7	0.7	0.4	"RSF"
90	78	444	2	81.1	0.7	0.7	0.4	"RSF"
90	79	621	9	170.2	0.6	0.6	0.3	"RSF"
90	80	1126	12	177.5	0.6	0.6	0.4	"RSF"
90	81	922	3	205.3	0.6	0.6	0.6	"RSF"
90	82	548	3	149	0.7	0.7	0.7	"RSF"
90	83	1741	1	330.3	0.7	0.7	0.4	"RSF"
90	84	469	1	107.4	0.5	0.5	0.1	"RSF"
90	85	850	5	183.1	0.7	0.7	0.4	"RSF"
90	86	465	8	104.1	0.5	0.5	0.1	"RSF"
90	87	475	12	171.1	0.7	0.7	0.1	"RSF"
90	88	1533	6	247.2	0.5	0.5	0.1	"RSF"
90	89	755	5	139.3	0.8	0.8	0.5	"RSF"
90	90	639	4	128	0.5	0.5	0	"RSF"
100	1	1991	1	412	0.7	0.7	0	"RSF"
100	2	598	1	122.3	0.7	0.7	0	"RSF"
100	3	424	1	88.4	0.7	0.7	0.1	"RSF"
100	4	413	1	103.2	0.5	0.5	0	"RSF"
100	5	405	1	123.3	0.6	0.6	0	"RSF"
100	6	309	1	64.4	0.7	0.7	0	"RSF"
100	7	813	1	154.9	0.7	0.7	0.1	"RSF"
100	8	356	2	103.1	0.6	0.6	0	"RSF"
100	9	734	2	96.3	0.9	0.9	0	"RSF"
100	10	1677	2	295.2	0.7	0.7	0.2	"RSF"
100	11	1198	1	275.6	0.7	0.7	0.1	"RSF"
100	12	788	2	198.4	0.6	0.6	0	"RSF"
100	13	257	2	84	0.7	0.7	0.1	"RSF"
100	14	1713	2	310.9	0.6	0.6	0.1	"RSF"
100	15	1607	1	280.6	0.6	0.6	0.2	"RSF"
100	16	731	2	148.7	0.6	0.6	0.1	"RSF"
100	17	803	2	243.7	0.6	0.6	0	"RSF"
100	18	501	1	156.2	0.6	0.6	0.1	"RSF"
100	19	721	2	138.9	0.7	0.7	0	"RSF"
100	20	201	1	85.6	0.6	0.6	0.2	"RSF"
100	21	1049	5	154.5	0.4	0.4	0	"RSF"
100	22	402	3	93.4	0.7	0.7	0.3	"RSF"
100	23	628	2	154.7	0.6	0.6	0.2	"RSF"
100	24	1001	1	143.4	0.6	0.6	0.3	"RSF"
100	25	1000	2	194.4	0.7	0.7	0.1	"RSF"
