"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"	"Treatment"
180	44	5	1	5	"FSR"
180	45	4	2	4	"FSR"
180	46	5	1	5	"FSR"
180	47	4	0	4	"FSR"
180	48	5	3	5	"FSR"
180	49	4	1	4	"FSR"
180	50	6	2	6	"FSR"
180	51	3	0	3	"FSR"
180	52	2	1	2	"FSR"
180	53	4	0	4	"FSR"
180	54	3	2	3	"FSR"
180	55	5	3	5	"FSR"
180	56	5	2	5	"FSR"
180	57	3	1	3	"FSR"
180	58	6	2	6	"FSR"
180	59	2	0	2	"FSR"
180	60	3	1	3	"FSR"
180	61	3	0	3	"FSR"
180	62	5	4	5	"FSR"
180	63	3	2	3	"FSR"
180	64	2	1	2	"FSR"
180	65	6	1	6	"FSR"
180	66	4	1	4	"FSR"
180	67	4	1	4	"FSR"
180	68	3	1	3	"FSR"
180	69	4	2	4	"FSR"
180	70	5	4	5	"FSR"
180	71	5	2	5	"FSR"
180	72	4	1	4	"FSR"
180	73	2	0	2	"FSR"
180	74	3	2	3	"FSR"
180	75	2	2	2	"FSR"
180	76	2	0	2	"FSR"
180	77	3	2	3	"FSR"
180	78	2	1	2	"FSR"
180	79	6	2	6	"FSR"
180	80	3	2	3	"FSR"
180	81	3	0	3	"FSR"
180	82	3	1	3	"FSR"
180	83	4	1	4	"FSR"
180	84	5	4	5	"FSR"
180	85	5	1	5	"FSR"
180	86	3	1	3	"FSR"
180	87	4	0	4	"FSR"
180	88	5	1	5	"FSR"
180	89	4	2	4	"FSR"
180	90	5	3	5	"FSR"
180	91	5	2	5	"FSR"
180	92	4	1	4	"FSR"
180	93	6	0	6	"FSR"
180	94	4	1	4	"FSR"
180	95	5	2	5	"FSR"
180	96	3	0	3	"FSR"
180	97	4	1	4	"FSR"
180	98	4	3	4	"FSR"
180	99	4	0	4	"FSR"
180	100	5	2	5	"FSR"
180	101	5	1	5	"FSR"
180	102	4	2	4	"FSR"
180	103	5	2	5	"FSR"
180	104	4	4	4	"FSR"
180	105	5	1	5	"FSR"
180	106	4	4	4	"FSR"
180	107	3	1	3	"FSR"
180	108	4	2	4	"FSR"
180	109	4	2	4	"FSR"
180	110	3	1	3	"FSR"
180	111	4	2	4	"FSR"
180	112	5	1	5	"FSR"
180	113	3	0	3	"FSR"
180	114	4	3	4	"FSR"
180	115	2	1	2	"FSR"
180	116	3	1	3	"FSR"
180	117	4	1	4	"FSR"
180	118	3	2	3	"FSR"
180	119	5	2	5	"FSR"
180	120	4	1	4	"FSR"
180	121	4	2	4	"FSR"
180	122	3	0	3	"FSR"
180	123	4	2	4	"FSR"
180	124	3	1	3	"FSR"
180	125	3	1	3	"FSR"
180	126	3	2	3	"FSR"
180	127	5	2	5	"FSR"
180	128	3	2	3	"FSR"
180	129	3	0	3	"FSR"
180	130	3	2	3	"FSR"
180	131	4	2	4	"FSR"
180	132	3	2	3	"FSR"
180	133	3	2	3	"FSR"
180	134	3	2	3	"FSR"
180	135	3	0	3	"FSR"
180	136	4	2	4	"FSR"
180	137	5	3	5	"FSR"
180	138	2	2	2	"FSR"
180	139	4	2	4	"FSR"
180	140	4	1	4	"FSR"
180	141	4	1	4	"FSR"
180	142	4	3	4	"FSR"
180	143	4	1	4	"FSR"
180	144	6	2	6	"FSR"
180	145	3	2	3	"FSR"
180	146	7	4	7	"FSR"
180	147	4	3	4	"FSR"
180	148	2	0	2	"FSR"
180	149	3	2	3	"FSR"
180	150	5	3	5	"FSR"
180	151	3	1	3	"FSR"
180	152	3	0	3	"FSR"
180	153	3	2	3	"FSR"
180	154	4	0	4	"FSR"
180	155	5	3	5	"FSR"
180	156	4	0	4	"FSR"
180	157	2	2	2	"FSR"
180	158	4	2	4	"FSR"
180	159	4	1	4	"FSR"
180	160	6	4	6	"FSR"
180	161	5	1	5	"FSR"
180	162	2	2	2	"FSR"
180	163	3	1	3	"FSR"
180	164	3	2	3	"FSR"
180	165	4	1	4	"FSR"
180	166	3	2	3	"FSR"
180	167	4	3	4	"FSR"
180	168	4	3	4	"FSR"
180	169	3	0	3	"FSR"
180	170	5	3	5	"FSR"
180	171	4	0	4	"FSR"
180	172	4	2	4	"FSR"
180	173	4	2	4	"FSR"
180	174	3	2	3	"FSR"
180	175	5	2	5	"FSR"
180	176	3	2	3	"FSR"
180	177	6	5	6	"FSR"
180	178	4	2	4	"FSR"
180	179	6	3	6	"FSR"
180	180	5	3	5	"FSR"
190	1	8	0	8	"FSR"
190	2	7	0	7	"FSR"
190	3	8	0	8	"FSR"
190	4	7	0	7	"FSR"
190	5	8	1	8	"FSR"
190	6	8	0	8	"FSR"
190	7	8	0	8	"FSR"
190	8	8	0	8	"FSR"
190	9	8	0	8	"FSR"
190	10	8	1	8	"FSR"
190	11	8	1	8	"FSR"
190	12	8	0	8	"FSR"
190	13	8	0	8	"FSR"
190	14	8	0	8	"FSR"
190	15	8	0	8	"FSR"
190	16	8	1	8	"FSR"
190	17	8	0	8	"FSR"
190	18	7	2	7	"FSR"
190	19	8	0	8	"FSR"
190	20	7	3	7	"FSR"
190	21	7	0	7	"FSR"
190	22	8	1	8	"FSR"
190	23	8	2	8	"FSR"
190	24	7	1	7	"FSR"
190	25	6	1	6	"FSR"
190	26	8	1	8	"FSR"
190	27	7	2	7	"FSR"
190	28	7	1	7	"FSR"
190	29	8	2	8	"FSR"
190	30	6	1	6	"FSR"
190	31	7	2	7	"FSR"
190	32	7	1	7	"FSR"
190	33	8	1	8	"FSR"
190	34	6	2	6	"FSR"
190	35	7	1	7	"FSR"
190	36	8	1	8	"FSR"
190	37	8	1	8	"FSR"
190	38	7	0	7	"FSR"
190	39	8	3	8	"FSR"
190	40	7	1	7	"FSR"
190	41	7	1	7	"FSR"
190	42	5	2	5	"FSR"
190	43	6	2	6	"FSR"
190	44	6	2	6	"FSR"
190	45	6	3	6	"FSR"
190	46	8	1	8	"FSR"
190	47	6	1	6	"FSR"
190	48	5	3	5	"FSR"
190	49	8	2	8	"FSR"
190	50	7	3	7	"FSR"
190	51	8	2	8	"FSR"
190	52	8	5	8	"FSR"
190	53	8	2	8	"FSR"
190	54	7	5	7	"FSR"
190	55	7	1	7	"FSR"
190	56	7	1	7	"FSR"
190	57	6	5	6	"FSR"
190	58	7	1	7	"FSR"
190	59	7	3	7	"FSR"
190	60	7	0	7	"FSR"
190	61	7	2	7	"FSR"
190	62	8	2	8	"FSR"
190	63	8	2	8	"FSR"
190	64	7	4	7	"FSR"
190	65	6	0	6	"FSR"
190	66	7	0	7	"FSR"
190	67	8	4	8	"FSR"
190	68	8	2	8	"FSR"
190	69	6	1	6	"FSR"
190	70	7	3	7	"FSR"
190	71	7	2	7	"FSR"
190	72	8	1	8	"FSR"
190	73	7	5	7	"FSR"
190	74	7	2	7	"FSR"
190	75	7	3	7	"FSR"
190	76	8	2	8	"FSR"
190	77	6	3	6	"FSR"
190	78	6	3	6	"FSR"
190	79	6	3	6	"FSR"
190	80	6	2	6	"FSR"
190	81	6	1	6	"FSR"
190	82	8	4	8	"FSR"
190	83	7	2	7	"FSR"
190	84	7	2	7	"FSR"
190	85	8	4	8	"FSR"
190	86	7	3	7	"FSR"
190	87	5	1	5	"FSR"
190	88	8	4	8	"FSR"
190	89	7	4	7	"FSR"
190	90	7	2	7	"FSR"
190	91	7	6	7	"FSR"
190	92	7	3	7	"FSR"
190	93	8	3	8	"FSR"
190	94	6	4	6	"FSR"
190	95	6	2	6	"FSR"
190	96	7	2	7	"FSR"
190	97	7	6	7	"FSR"
190	98	7	2	7	"FSR"
190	99	5	3	5	"FSR"
190	100	8	3	8	"FSR"
190	101	8	2	8	"FSR"
190	102	7	1	7	"FSR"
190	103	5	3	5	"FSR"
190	104	5	2	5	"FSR"
190	105	7	2	7	"FSR"
190	106	6	3	6	"FSR"
190	107	6	2	6	"FSR"
190	108	8	4	8	"FSR"
190	109	7	3	7	"FSR"
190	110	8	1	8	"FSR"
190	111	7	3	7	"FSR"
190	112	6	3	6	"FSR"
190	113	7	3	7	"FSR"
190	114	8	6	8	"FSR"
190	115	7	2	7	"FSR"
190	116	6	2	6	"FSR"
190	117	7	5	7	"FSR"
190	118	8	3	8	"FSR"
190	119	8	3	8	"FSR"
190	120	7	1	7	"FSR"
190	121	7	6	7	"FSR"
190	122	7	4	7	"FSR"
190	123	8	4	8	"FSR"
190	124	5	3	5	"FSR"
190	125	6	4	6	"FSR"
190	126	7	3	7	"FSR"
190	127	7	2	7	"FSR"
190	128	7	3	7	"FSR"
190	129	7	5	7	"FSR"
190	130	7	5	7	"FSR"
190	131	6	4	6	"FSR"
190	132	7	4	7	"FSR"
190	133	7	3	7	"FSR"
190	134	8	5	8	"FSR"
190	135	8	6	8	"FSR"
190	136	7	3	7	"FSR"
190	137	7	3	7	"FSR"
190	138	8	7	8	"FSR"
190	139	7	1	7	"FSR"
190	140	6	3	6	"FSR"
190	141	7	3	7	"FSR"
190	142	6	4	6	"FSR"
190	143	6	4	6	"FSR"
190	144	7	2	7	"FSR"
190	145	7	5	7	"FSR"
190	146	7	5	7	"FSR"
190	147	7	5	7	"FSR"
190	148	6	4	6	"FSR"
190	149	7	5	7	"FSR"
190	150	6	3	6	"FSR"
190	151	7	5	7	"FSR"
190	152	7	2	7	"FSR"
190	153	7	6	7	"FSR"
190	154	7	3	7	"FSR"
190	155	6	4	6	"FSR"
190	156	8	6	8	"FSR"
190	157	7	5	7	"FSR"
190	158	7	1	7	"FSR"
190	159	6	4	6	"FSR"
190	160	8	4	8	"FSR"
190	161	7	3	7	"FSR"
190	162	8	5	8	"FSR"
190	163	5	2	5	"FSR"
190	164	8	4	8	"FSR"
190	165	7	3	7	"FSR"
190	166	8	3	8	"FSR"
190	167	8	5	8	"FSR"
190	168	6	3	6	"FSR"
190	169	4	1	4	"FSR"
190	170	6	4	6	"FSR"
190	171	5	2	5	"FSR"
190	172	8	3	8	"FSR"
190	173	5	3	5	"FSR"
190	174	7	4	7	"FSR"
190	175	8	4	8	"FSR"
190	176	7	5	7	"FSR"
190	177	7	4	7	"FSR"
190	178	7	3	7	"FSR"
190	179	5	2	5	"FSR"
190	180	7	4	7	"FSR"
190	181	7	5	7	"FSR"
190	182	7	5	7	"FSR"
190	183	6	2	6	"FSR"
190	184	6	3	6	"FSR"
190	185	7	2	7	"FSR"
190	186	8	5	8	"FSR"
190	187	8	6	8	"FSR"
190	188	4	2	4	"FSR"
190	189	7	1	7	"FSR"
190	190	7	5	7	"FSR"
200	1	6	0	6	"FSR"
200	2	7	0	7	"FSR"
200	3	7	0	7	"FSR"
200	4	6	1	6	"FSR"
200	5	7	0	7	"FSR"
200	6	6	0	6	"FSR"
200	7	5	0	5	"FSR"
200	8	6	0	6	"FSR"
200	9	4	0	4	"FSR"
200	10	6	0	6	"FSR"
200	11	5	0	5	"FSR"
200	12	7	0	7	"FSR"
200	13	7	0	7	"FSR"
200	14	6	0	6	"FSR"
200	15	6	0	6	"FSR"
200	16	4	0	4	"FSR"
200	17	7	0	7	"FSR"
200	18	6	0	6	"FSR"
200	19	7	1	7	"FSR"
200	20	6	0	6	"FSR"
200	21	6	2	6	"FSR"
200	22	7	1	7	"FSR"
200	23	6	0	6	"FSR"
200	24	6	1	6	"FSR"
200	25	5	0	5	"FSR"
200	26	6	2	6	"FSR"
200	27	7	1	7	"FSR"
200	28	6	1	6	"FSR"
200	29	5	1	5	"FSR"
200	30	6	0	6	"FSR"
200	31	5	0	5	"FSR"
200	32	7	2	7	"FSR"
200	33	5	2	5	"FSR"
200	34	6	3	6	"FSR"
200	35	6	2	6	"FSR"
200	36	5	0	5	"FSR"
200	37	6	2	6	"FSR"
200	38	6	2	6	"FSR"
200	39	6	2	6	"FSR"
200	40	4	2	4	"FSR"
200	41	6	0	6	"FSR"
200	42	7	2	7	"FSR"
200	43	7	3	7	"FSR"
200	44	6	2	6	"FSR"
200	45	8	2	8	"FSR"
200	46	5	1	5	"FSR"
200	47	6	2	6	"FSR"
200	48	7	2	7	"FSR"
200	49	5	1	5	"FSR"
200	50	7	0	7	"FSR"
200	51	6	2	6	"FSR"
200	52	7	3	7	"FSR"
200	53	5	0	5	"FSR"
200	54	6	3	6	"FSR"
200	55	5	0	5	"FSR"
200	56	6	1	6	"FSR"
200	57	6	3	6	"FSR"
200	58	6	4	6	"FSR"
200	59	4	2	4	"FSR"
200	60	4	0	4	"FSR"
200	61	6	0	6	"FSR"
200	62	6	3	6	"FSR"
200	63	7	2	7	"FSR"
200	64	5	4	5	"FSR"
200	65	4	2	4	"FSR"
200	66	6	1	6	"FSR"
200	67	5	2	5	"FSR"
200	68	6	3	6	"FSR"
200	69	5	2	5	"FSR"
200	70	6	2	6	"FSR"
200	71	6	3	6	"FSR"
200	72	5	1	5	"FSR"
200	73	5	3	5	"FSR"
200	74	7	2	7	"FSR"
200	75	6	3	6	"FSR"
200	76	7	1	7	"FSR"
200	77	4	2	4	"FSR"
200	78	6	2	6	"FSR"
200	79	5	1	5	"FSR"
200	80	6	1	6	"FSR"
200	81	6	2	6	"FSR"
200	82	6	0	6	"FSR"
200	83	7	5	7	"FSR"
200	84	6	0	6	"FSR"
200	85	6	1	6	"FSR"
200	86	4	0	4	"FSR"
200	87	6	3	6	"FSR"
200	88	7	3	7	"FSR"
200	89	6	3	6	"FSR"
200	90	5	1	5	"FSR"
200	91	7	0	7	"FSR"
200	92	6	3	6	"FSR"
200	93	7	3	7	"FSR"
200	94	6	2	6	"FSR"
200	95	6	3	6	"FSR"
200	96	7	4	7	"FSR"
200	97	5	4	5	"FSR"
200	98	5	3	5	"FSR"
200	99	8	3	8	"FSR"
200	100	6	3	6	"FSR"
200	101	4	1	4	"FSR"
200	102	5	3	5	"FSR"
200	103	4	1	4	"FSR"
200	104	5	2	5	"FSR"
200	105	7	4	7	"FSR"
200	106	6	4	6	"FSR"
200	107	6	4	6	"FSR"
200	108	6	4	6	"FSR"
200	109	6	1	6	"FSR"
200	110	6	2	6	"FSR"
200	111	5	2	5	"FSR"
200	112	5	2	5	"FSR"
200	113	7	1	7	"FSR"
200	114	5	3	5	"FSR"
200	115	4	1	4	"FSR"
200	116	7	2	7	"FSR"
200	117	6	3	6	"FSR"
200	118	6	1	6	"FSR"
200	119	5	2	5	"FSR"
200	120	5	3	5	"FSR"
200	121	5	3	5	"FSR"
200	122	4	3	4	"FSR"
200	123	5	2	5	"FSR"
200	124	5	1	5	"FSR"
200	125	5	4	5	"FSR"
200	126	6	4	6	"FSR"
200	127	5	4	5	"FSR"
200	128	5	1	5	"FSR"
200	129	4	2	4	"FSR"
200	130	5	3	5	"FSR"
200	131	5	3	5	"FSR"
200	132	6	5	6	"FSR"
200	133	6	2	6	"FSR"
200	134	6	3	6	"FSR"
200	135	6	1	6	"FSR"
200	136	4	2	4	"FSR"
200	137	6	2	6	"FSR"
200	138	7	2	7	"FSR"
200	139	5	4	5	"FSR"
200	140	6	3	6	"FSR"
200	141	4	3	4	"FSR"
200	142	6	3	6	"FSR"
200	143	6	4	6	"FSR"
200	144	5	3	5	"FSR"
200	145	7	2	7	"FSR"
200	146	6	4	6	"FSR"
200	147	5	2	5	"FSR"
200	148	6	3	6	"FSR"
200	149	6	3	6	"FSR"
200	150	6	5	6	"FSR"
200	151	5	3	5	"FSR"
200	152	4	1	4	"FSR"
200	153	7	2	7	"FSR"
200	154	6	4	6	"FSR"
200	155	6	3	6	"FSR"
200	156	5	3	5	"FSR"
200	157	6	4	6	"FSR"
200	158	5	3	5	"FSR"
200	159	5	2	5	"FSR"
200	160	6	4	6	"FSR"
200	161	6	3	6	"FSR"
200	162	6	2	6	"FSR"
200	163	7	4	7	"FSR"
200	164	5	1	5	"FSR"
200	165	7	3	7	"FSR"
200	166	5	3	5	"FSR"
200	167	6	1	6	"FSR"
200	168	7	2	7	"FSR"
200	169	6	3	6	"FSR"
200	170	4	4	4	"FSR"
200	171	5	3	5	"FSR"
200	172	5	5	5	"FSR"
200	173	5	2	5	"FSR"
200	174	6	3	6	"FSR"
200	175	6	1	6	"FSR"
200	176	6	5	6	"FSR"
200	177	5	4	5	"FSR"
200	178	5	4	5	"FSR"
200	179	6	3	6	"FSR"
200	180	6	3	6	"FSR"
200	181	5	4	5	"FSR"
200	182	4	3	4	"FSR"
200	183	7	6	7	"FSR"
200	184	5	3	5	"FSR"
200	185	5	3	5	"FSR"
200	186	6	3	6	"FSR"
200	187	7	5	7	"FSR"
200	188	6	4	6	"FSR"
200	189	6	4	6	"FSR"
200	190	5	3	5	"FSR"
200	191	6	4	6	"FSR"
200	192	6	3	6	"FSR"
200	193	5	2	5	"FSR"
200	194	5	3	5	"FSR"
200	195	5	4	5	"FSR"
200	196	7	4	7	"FSR"
200	197	6	2	6	"FSR"
200	198	6	4	6	"FSR"
200	199	6	2	6	"FSR"
200	200	6	4	6	"FSR"
50	1	6	0	6	"RSF"
50	2	7	0	7	"RSF"
50	3	7	0	7	"RSF"
50	4	6	0	6	"RSF"
50	5	6	0	6	"RSF"
50	6	9	0	9	"RSF"
50	7	8	2	8	"RSF"
50	8	6	0	6	"RSF"
50	9	7	1	7	"RSF"
50	10	8	1	8	"RSF"
50	11	8	0	8	"RSF"
50	12	6	1	6	"RSF"
50	13	6	2	6	"RSF"
50	14	7	1	7	"RSF"
50	15	9	2	9	"RSF"
50	16	7	2	7	"RSF"
50	17	6	2	6	"RSF"
50	18	7	2	7	"RSF"
50	19	8	1	8	"RSF"
50	20	5	0	5	"RSF"
50	21	6	0	6	"RSF"
50	22	7	3	7	"RSF"
50	23	7	1	7	"RSF"
50	24	6	2	6	"RSF"
50	25	6	2	6	"RSF"
50	26	6	3	6	"RSF"
50	27	6	1	6	"RSF"
50	28	6	2	6	"RSF"
50	29	5	1	5	"RSF"
50	30	7	3	7	"RSF"
50	31	5	1	5	"RSF"
50	32	6	2	6	"RSF"
50	33	8	2	8	"RSF"
50	34	7	1	7	"RSF"
50	35	7	2	7	"RSF"
50	36	7	1	7	"RSF"
50	37	5	1	5	"RSF"
50	38	5	0	5	"RSF"
50	39	6	3	6	"RSF"
50	40	7	3	7	"RSF"
50	41	6	0	6	"RSF"
50	42	7	3	7	"RSF"
50	43	7	3	7	"RSF"
50	44	7	2	7	"RSF"
50	45	5	0	5	"RSF"
50	46	6	3	6	"RSF"
50	47	5	1	5	"RSF"
50	48	7	5	7	"RSF"
50	49	5	0	5	"RSF"
50	50	7	4	7	"RSF"
60	1	6	0	6	"RSF"
60	2	6	0	6	"RSF"
60	3	7	0	7	"RSF"
60	4	7	0	7	"RSF"
60	5	7	0	7	"RSF"
60	6	8	0	8	"RSF"
60	7	7	1	7	"RSF"
60	8	6	0	6	"RSF"
60	9	7	2	7	"RSF"
60	10	8	1	8	"RSF"
60	11	4	0	4	"RSF"
60	12	7	2	7	"RSF"
60	13	5	0	5	"RSF"
60	14	8	1	8	"RSF"
60	15	7	2	7	"RSF"
60	16	8	3	8	"RSF"
60	17	7	2	7	"RSF"
60	18	7	2	7	"RSF"
60	19	6	0	6	"RSF"
60	20	6	1	6	"RSF"
60	21	8	2	8	"RSF"
60	22	7	2	7	"RSF"
60	23	7	1	7	"RSF"
60	24	7	2	7	"RSF"
60	25	7	1	7	"RSF"
60	26	7	3	7	"RSF"
60	27	6	2	6	"RSF"
60	28	5	1	5	"RSF"
60	29	6	2	6	"RSF"
60	30	6	2	6	"RSF"
60	31	7	3	7	"RSF"
60	32	5	1	5	"RSF"
60	33	5	2	5	"RSF"
60	34	7	2	7	"RSF"
60	35	7	4	7	"RSF"
60	36	6	2	6	"RSF"
60	37	8	3	8	"RSF"
60	38	5	0	5	"RSF"
60	39	5	1	5	"RSF"
60	40	5	2	5	"RSF"
60	41	6	2	6	"RSF"
60	42	5	3	5	"RSF"
60	43	7	1	7	"RSF"
60	44	6	2	6	"RSF"
60	45	7	1	7	"RSF"
60	46	7	2	7	"RSF"
60	47	7	3	7	"RSF"
60	48	5	0	5	"RSF"
60	49	6	3	6	"RSF"
60	50	7	2	7	"RSF"
60	51	6	2	6	"RSF"
60	52	6	0	6	"RSF"
60	53	6	1	6	"RSF"
60	54	7	3	7	"RSF"
60	55	7	2	7	"RSF"
60	56	4	0	4	"RSF"
60	57	6	1	6	"RSF"
60	58	6	2	6	"RSF"
60	59	7	5	7	"RSF"
60	60	6	3	6	"RSF"
70	1	7	0	7	"RSF"
70	2	7	0	7	"RSF"
70	3	7	0	7	"RSF"
70	4	8	0	8	"RSF"
70	5	6	0	6	"RSF"
70	6	6	0	6	"RSF"
70	7	7	0	7	"RSF"
70	8	7	0	7	"RSF"
70	9	6	1	6	"RSF"
70	10	8	1	8	"RSF"
70	11	5	2	5	"RSF"
70	12	6	1	6	"RSF"
70	13	7	1	7	"RSF"
70	14	7	0	7	"RSF"
70	15	6	1	6	"RSF"
70	16	6	1	6	"RSF"
70	17	6	1	6	"RSF"
70	18	6	1	6	"RSF"
70	19	8	1	8	"RSF"
70	20	6	0	6	"RSF"
70	21	6	1	6	"RSF"
70	22	6	0	6	"RSF"
70	23	7	2	7	"RSF"
70	24	4	0	4	"RSF"
70	25	6	2	6	"RSF"
70	26	7	2	7	"RSF"
70	27	8	2	8	"RSF"
70	28	6	0	6	"RSF"
70	29	4	1	4	"RSF"
70	30	6	1	6	"RSF"
70	31	7	4	7	"RSF"
70	32	6	1	6	"RSF"
70	33	6	1	6	"RSF"
70	34	6	2	6	"RSF"
70	35	6	3	6	"RSF"
70	36	8	3	8	"RSF"
70	37	6	2	6	"RSF"
70	38	5	1	5	"RSF"
70	39	6	2	6	"RSF"
70	40	6	3	6	"RSF"
70	41	7	2	7	"RSF"
70	42	7	3	7	"RSF"
70	43	7	1	7	"RSF"
70	44	6	2	6	"RSF"
70	45	6	1	6	"RSF"
70	46	8	4	8	"RSF"
70	47	7	2	7	"RSF"
70	48	5	3	5	"RSF"
70	49	6	2	6	"RSF"
70	50	6	1	6	"RSF"
70	51	6	1	6	"RSF"
70	52	7	4	7	"RSF"
70	53	7	1	7	"RSF"
70	54	6	4	6	"RSF"
70	55	6	3	6	"RSF"
70	56	7	2	7	"RSF"
70	57	7	5	7	"RSF"
70	58	7	4	7	"RSF"
70	59	6	1	6	"RSF"
70	60	8	5	8	"RSF"
70	61	7	3	7	"RSF"
70	62	7	5	7	"RSF"
70	63	4	1	4	"RSF"
70	64	6	2	6	"RSF"
70	65	6	2	6	"RSF"
70	66	6	1	6	"RSF"
70	67	6	4	6	"RSF"
70	68	5	1	5	"RSF"
70	69	7	2	7	"RSF"
70	70	7	3	7	"RSF"
80	1	6	0	6	"RSF"
80	2	8	0	8	"RSF"
80	3	7	0	7	"RSF"
80	4	7	0	7	"RSF"
80	5	7	0	7	"RSF"
80	6	7	2	7	"RSF"
80	7	8	1	8	"RSF"
80	8	7	0	7	"RSF"
80	9	6	0	6	"RSF"
80	10	6	0	6	"RSF"
80	11	7	0	7	"RSF"
80	12	6	0	6	"RSF"
80	13	8	0	8	"RSF"
80	14	6	0	6	"RSF"
80	15	6	0	6	"RSF"
80	16	7	1	7	"RSF"
80	17	7	2	7	"RSF"
80	18	6	0	6	"RSF"
80	19	7	2	7	"RSF"
80	20	7	1	7	"RSF"
80	21	7	1	7	"RSF"
80	22	7	1	7	"RSF"
80	23	6	2	6	"RSF"
80	24	7	3	7	"RSF"
80	25	7	2	7	"RSF"
80	26	5	0	5	"RSF"
80	27	6	4	6	"RSF"
80	28	6	2	6	"RSF"
80	29	7	2	7	"RSF"
80	30	7	2	7	"RSF"
80	31	7	1	7	"RSF"
80	32	6	1	6	"RSF"
80	33	6	2	6	"RSF"
80	34	7	3	7	"RSF"
80	35	7	4	7	"RSF"
80	36	8	3	8	"RSF"
80	37	6	2	6	"RSF"
80	38	6	2	6	"RSF"
80	39	7	2	7	"RSF"
80	40	6	2	6	"RSF"
80	41	6	3	6	"RSF"
80	42	6	3	6	"RSF"
80	43	6	1	6	"RSF"
80	44	6	0	6	"RSF"
80	45	6	1	6	"RSF"
80	46	7	3	7	"RSF"
80	47	6	2	6	"RSF"
80	48	7	3	7	"RSF"
80	49	6	1	6	"RSF"
80	50	6	2	6	"RSF"
80	51	6	2	6	"RSF"
80	52	6	2	6	"RSF"
80	53	6	3	6	"RSF"
80	54	7	3	7	"RSF"
80	55	6	3	6	"RSF"
80	56	7	5	7	"RSF"
80	57	6	2	6	"RSF"
80	58	5	0	5	"RSF"
80	59	8	3	8	"RSF"
80	60	6	2	6	"RSF"
80	61	5	2	5	"RSF"
80	62	6	1	6	"RSF"
80	63	6	2	6	"RSF"
80	64	4	1	4	"RSF"
80	65	6	1	6	"RSF"
80	66	6	3	6	"RSF"
80	67	7	4	7	"RSF"
80	68	6	1	6	"RSF"
80	69	5	3	5	"RSF"
80	70	7	2	7	"RSF"
80	71	7	3	7	"RSF"
80	72	9	2	9	"RSF"
80	73	7	3	7	"RSF"
80	74	5	0	5	"RSF"
80	75	5	2	5	"RSF"
80	76	5	2	5	"RSF"
80	77	5	3	5	"RSF"
80	78	7	3	7	"RSF"
80	79	6	4	6	"RSF"
80	80	7	5	7	"RSF"
90	1	6	0	6	"RSF"
90	2	7	0	7	"RSF"
90	3	7	1	7	"RSF"
90	4	6	0	6	"RSF"
90	5	8	1	8	"RSF"
90	6	6	0	6	"RSF"
90	7	7	1	7	"RSF"
90	8	7	0	7	"RSF"
90	9	6	1	6	"RSF"
90	10	5	0	5	"RSF"
90	11	7	0	7	"RSF"
90	12	8	0	8	"RSF"
90	13	7	1	7	"RSF"
90	14	7	0	7	"RSF"
90	15	6	1	6	"RSF"
90	16	7	2	7	"RSF"
90	17	6	2	6	"RSF"
90	18	6	1	6	"RSF"
90	19	5	2	5	"RSF"
90	20	6	1	6	"RSF"
90	21	6	1	6	"RSF"
90	22	6	0	6	"RSF"
90	23	5	3	5	"RSF"
90	24	7	3	7	"RSF"
90	25	7	3	7	"RSF"
90	26	7	1	7	"RSF"
90	27	6	1	6	"RSF"
90	28	6	1	6	"RSF"
90	29	7	4	7	"RSF"
90	30	7	2	7	"RSF"
90	31	6	4	6	"RSF"
90	32	6	1	6	"RSF"
90	33	8	2	8	"RSF"
90	34	4	1	4	"RSF"
90	35	7	1	7	"RSF"
90	36	6	3	6	"RSF"
90	37	6	0	6	"RSF"
90	38	7	1	7	"RSF"
90	39	7	4	7	"RSF"
90	40	6	1	6	"RSF"
90	41	7	1	7	"RSF"
90	42	6	2	6	"RSF"
90	43	6	1	6	"RSF"
90	44	6	0	6	"RSF"
90	45	7	1	7	"RSF"
90	46	6	1	6	"RSF"
90	47	7	4	7	"RSF"
90	48	6	2	6	"RSF"
90	49	5	2	5	"RSF"
90	50	6	2	6	"RSF"
90	51	5	2	5	"RSF"
90	52	6	2	6	"RSF"
90	53	7	5	7	"RSF"
90	54	7	3	7	"RSF"
90	55	7	3	7	"RSF"
90	56	6	3	6	"RSF"
90	57	7	2	7	"RSF"
90	58	7	3	7	"RSF"
90	59	7	4	7	"RSF"
90	60	7	3	7	"RSF"
90	61	7	4	7	"RSF"
90	62	6	5	6	"RSF"
90	63	5	1	5	"RSF"
90	64	6	3	6	"RSF"
90	65	7	2	7	"RSF"
90	66	6	1	6	"RSF"
90	67	6	3	6	"RSF"
90	68	7	3	7	"RSF"
90	69	7	4	7	"RSF"
90	70	7	2	7	"RSF"
90	71	6	2	6	"RSF"
90	72	8	5	8	"RSF"
90	73	6	2	6	"RSF"
90	74	7	2	7	"RSF"
90	75	8	4	8	"RSF"
90	76	6	2	6	"RSF"
90	77	7	4	7	"RSF"
90	78	7	4	7	"RSF"
90	79	6	3	6	"RSF"
90	80	6	4	6	"RSF"
90	81	6	6	6	"RSF"
90	82	7	7	7	"RSF"
90	83	7	4	7	"RSF"
90	84	5	1	5	"RSF"
90	85	7	4	7	"RSF"
