"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
170	134	7	4	7
170	135	7	3	7
170	136	7	2	7
170	137	6	1	6
170	138	6	2	6
170	139	6	2	6
170	140	6	2	6
170	141	6	5	6
170	142	6	3	6
170	143	6	1	6
170	144	7	1	7
170	145	7	3	7
170	146	6	3	6
170	147	7	3	7
170	148	8	2	8
170	149	5	3	5
170	150	7	3	7
170	151	7	5	7
170	152	6	2	6
170	153	7	3	7
170	154	6	4	6
170	155	7	3	7
170	156	6	2	6
170	157	7	4	7
170	158	5	3	5
170	159	6	3	6
170	160	7	2	7
170	161	6	4	6
170	162	7	3	7
170	163	7	3	7
170	164	7	5	7
170	165	8	4	8
170	166	6	2	6
170	167	7	4	7
170	168	6	3	6
170	169	7	2	7
170	170	4	1	4
180	1	5	0	5
180	2	5	0	5
180	3	5	0	5
180	4	6	0	6
180	5	5	0	5
180	6	5	1	5
180	7	4	0	4
180	8	5	0	5
180	9	4	0	4
180	10	6	0	6
180	11	7	0	7
180	12	4	0	4
180	13	5	0	5
180	14	4	2	4
180	15	4	0	4
180	16	4	0	4
180	17	5	0	5
180	18	4	1	4
180	19	5	1	5
180	20	4	0	4
180	21	4	0	4
180	22	4	0	4
180	23	5	0	5
180	24	6	0	6
180	25	5	1	5
180	26	3	0	3
180	27	5	0	5
180	28	4	0	4
180	29	5	0	5
180	30	2	1	2
180	31	1	0	1
180	32	5	0	5
180	33	4	1	4
180	34	5	1	5
180	35	4	2	4
180	36	5	0	5
180	37	4	2	4
180	38	5	0	5
180	39	2	0	2
180	40	4	1	4
180	41	5	2	5
180	42	2	1	2
180	43	4	2	4
180	44	5	1	5
180	45	4	2	4
180	46	5	1	5
180	47	4	0	4
180	48	5	3	5
180	49	4	1	4
180	50	6	2	6
180	51	3	0	3
180	52	2	1	2
180	53	4	0	4
180	54	3	2	3
180	55	5	3	5
180	56	5	2	5
180	57	3	1	3
180	58	6	2	6
180	59	2	0	2
180	60	3	1	3
180	61	3	0	3
180	62	5	4	5
180	63	3	2	3
180	64	2	1	2
180	65	6	1	6
180	66	4	1	4
180	67	4	1	4
180	68	3	1	3
180	69	4	2	4
180	70	5	4	5
180	71	5	2	5
180	72	4	1	4
180	73	2	0	2
180	74	3	2	3
180	75	2	2	2
180	76	2	0	2
180	77	3	2	3
180	78	2	1	2
180	79	6	2	6
180	80	3	2	3
180	81	3	0	3
180	82	3	1	3
180	83	4	1	4
180	84	5	4	5
180	85	5	1	5
180	86	3	1	3
180	87	4	0	4
180	88	5	1	5
180	89	4	2	4
180	90	5	3	5
180	91	5	2	5
180	92	4	1	4
180	93	6	0	6
180	94	4	1	4
180	95	5	2	5
180	96	3	0	3
180	97	4	1	4
180	98	4	3	4
180	99	4	0	4
180	100	5	2	5
180	101	5	1	5
180	102	4	2	4
180	103	5	2	5
180	104	4	4	4
180	105	5	1	5
180	106	4	4	4
180	107	3	1	3
180	108	4	2	4
180	109	4	2	4
180	110	3	1	3
180	111	4	2	4
180	112	5	1	5
180	113	3	0	3
180	114	4	3	4
180	115	2	1	2
180	116	3	1	3
180	117	4	1	4
180	118	3	2	3
180	119	5	2	5
180	120	4	1	4
180	121	4	2	4
180	122	3	0	3
180	123	4	2	4
180	124	3	1	3
180	125	3	1	3
180	126	3	2	3
180	127	5	2	5
180	128	3	2	3
180	129	3	0	3
180	130	3	2	3
180	131	4	2	4
180	132	3	2	3
180	133	3	2	3
180	134	3	2	3
180	135	3	0	3
180	136	4	2	4
180	137	5	3	5
180	138	2	2	2
180	139	4	2	4
180	140	4	1	4
180	141	4	1	4
180	142	4	3	4
180	143	4	1	4
180	144	6	2	6
180	145	3	2	3
180	146	7	4	7
180	147	4	3	4
180	148	2	0	2
180	149	3	2	3
180	150	5	3	5
180	151	3	1	3
180	152	3	0	3
180	153	3	2	3
180	154	4	0	4
180	155	5	3	5
180	156	4	0	4
180	157	2	2	2
180	158	4	2	4
180	159	4	1	4
180	160	6	4	6
180	161	5	1	5
180	162	2	2	2
180	163	3	1	3
180	164	3	2	3
180	165	4	1	4
180	166	3	2	3
180	167	4	3	4
180	168	4	3	4
180	169	3	0	3
180	170	5	3	5
180	171	4	0	4
180	172	4	2	4
180	173	4	2	4
180	174	3	2	3
180	175	5	2	5
180	176	3	2	3
180	177	6	5	6
180	178	4	2	4
180	179	6	3	6
180	180	5	3	5
190	1	8	0	8
190	2	7	0	7
190	3	8	0	8
190	4	7	0	7
190	5	8	1	8
190	6	8	0	8
190	7	8	0	8
190	8	8	0	8
190	9	8	0	8
190	10	8	1	8
190	11	8	1	8
190	12	8	0	8
190	13	8	0	8
190	14	8	0	8
190	15	8	0	8
190	16	8	1	8
190	17	8	0	8
190	18	7	2	7
190	19	8	0	8
190	20	7	3	7
190	21	7	0	7
190	22	8	1	8
190	23	8	2	8
190	24	7	1	7
190	25	6	1	6
190	26	8	1	8
190	27	7	2	7
190	28	7	1	7
190	29	8	2	8
190	30	6	1	6
190	31	7	2	7
190	32	7	1	7
190	33	8	1	8
190	34	6	2	6
190	35	7	1	7
190	36	8	1	8
190	37	8	1	8
190	38	7	0	7
190	39	8	3	8
190	40	7	1	7
190	41	7	1	7
190	42	5	2	5
190	43	6	2	6
190	44	6	2	6
190	45	6	3	6
190	46	8	1	8
190	47	6	1	6
190	48	5	3	5
190	49	8	2	8
190	50	7	3	7
190	51	8	2	8
190	52	8	5	8
190	53	8	2	8
190	54	7	5	7
190	55	7	1	7
190	56	7	1	7
190	57	6	5	6
190	58	7	1	7
190	59	7	3	7
190	60	7	0	7
190	61	7	2	7
190	62	8	2	8
190	63	8	2	8
190	64	7	4	7
190	65	6	0	6
190	66	7	0	7
190	67	8	4	8
190	68	8	2	8
190	69	6	1	6
190	70	7	3	7
190	71	7	2	7
190	72	8	1	8
190	73	7	5	7
190	74	7	2	7
190	75	7	3	7
190	76	8	2	8
190	77	6	3	6
190	78	6	3	6
190	79	6	3	6
190	80	6	2	6
190	81	6	1	6
190	82	8	4	8
190	83	7	2	7
190	84	7	2	7
190	85	8	4	8
190	86	7	3	7
190	87	5	1	5
190	88	8	4	8
190	89	7	4	7
190	90	7	2	7
190	91	7	6	7
190	92	7	3	7
190	93	8	3	8
190	94	6	4	6
190	95	6	2	6
190	96	7	2	7
190	97	7	6	7
190	98	7	2	7
190	99	5	3	5
190	100	8	3	8
190	101	8	2	8
190	102	7	1	7
190	103	5	3	5
190	104	5	2	5
190	105	7	2	7
190	106	6	3	6
190	107	6	2	6
190	108	8	4	8
190	109	7	3	7
190	110	8	1	8
190	111	7	3	7
190	112	6	3	6
190	113	7	3	7
190	114	8	6	8
190	115	7	2	7
190	116	6	2	6
190	117	7	5	7
190	118	8	3	8
190	119	8	3	8
190	120	7	1	7
190	121	7	6	7
190	122	7	4	7
190	123	8	4	8
190	124	5	3	5
190	125	6	4	6
190	126	7	3	7
190	127	7	2	7
190	128	7	3	7
190	129	7	5	7
190	130	7	5	7
190	131	6	4	6
190	132	7	4	7
190	133	7	3	7
190	134	8	5	8
190	135	8	6	8
190	136	7	3	7
190	137	7	3	7
190	138	8	7	8
190	139	7	1	7
190	140	6	3	6
190	141	7	3	7
190	142	6	4	6
190	143	6	4	6
190	144	7	2	7
190	145	7	5	7
190	146	7	5	7
190	147	7	5	7
190	148	6	4	6
190	149	7	5	7
190	150	6	3	6
190	151	7	5	7
190	152	7	2	7
190	153	7	6	7
190	154	7	3	7
190	155	6	4	6
190	156	8	6	8
190	157	7	5	7
190	158	7	1	7
190	159	6	4	6
190	160	8	4	8
190	161	7	3	7
190	162	8	5	8
190	163	5	2	5
190	164	8	4	8
190	165	7	3	7
190	166	8	3	8
190	167	8	5	8
190	168	6	3	6
190	169	4	1	4
190	170	6	4	6
190	171	5	2	5
190	172	8	3	8
190	173	5	3	5
190	174	7	4	7
190	175	8	4	8
190	176	7	5	7
190	177	7	4	7
190	178	7	3	7
190	179	5	2	5
190	180	7	4	7
190	181	7	5	7
190	182	7	5	7
190	183	6	2	6
190	184	6	3	6
190	185	7	2	7
190	186	8	5	8
190	187	8	6	8
190	188	4	2	4
190	189	7	1	7
190	190	7	5	7
200	1	6	0	6
200	2	7	0	7
200	3	7	0	7
200	4	6	1	6
200	5	7	0	7
200	6	6	0	6
200	7	5	0	5
200	8	6	0	6
200	9	4	0	4
200	10	6	0	6
200	11	5	0	5
200	12	7	0	7
200	13	7	0	7
200	14	6	0	6
200	15	6	0	6
200	16	4	0	4
200	17	7	0	7
200	18	6	0	6
200	19	7	1	7
200	20	6	0	6
200	21	6	2	6
200	22	7	1	7
200	23	6	0	6
200	24	6	1	6
200	25	5	0	5
200	26	6	2	6
200	27	7	1	7
200	28	6	1	6
200	29	5	1	5
200	30	6	0	6
200	31	5	0	5
200	32	7	2	7
200	33	5	2	5
200	34	6	3	6
200	35	6	2	6
200	36	5	0	5
200	37	6	2	6
200	38	6	2	6
200	39	6	2	6
200	40	4	2	4
200	41	6	0	6
200	42	7	2	7
200	43	7	3	7
200	44	6	2	6
200	45	8	2	8
200	46	5	1	5
200	47	6	2	6
200	48	7	2	7
200	49	5	1	5
200	50	7	0	7
200	51	6	2	6
200	52	7	3	7
200	53	5	0	5
200	54	6	3	6
200	55	5	0	5
200	56	6	1	6
200	57	6	3	6
200	58	6	4	6
200	59	4	2	4
200	60	4	0	4
200	61	6	0	6
200	62	6	3	6
200	63	7	2	7
200	64	5	4	5
200	65	4	2	4
200	66	6	1	6
200	67	5	2	5
200	68	6	3	6
200	69	5	2	5
200	70	6	2	6
200	71	6	3	6
200	72	5	1	5
200	73	5	3	5
200	74	7	2	7
200	75	6	3	6
200	76	7	1	7
200	77	4	2	4
200	78	6	2	6
200	79	5	1	5
200	80	6	1	6
200	81	6	2	6
200	82	6	0	6
200	83	7	5	7
200	84	6	0	6
200	85	6	1	6
200	86	4	0	4
200	87	6	3	6
200	88	7	3	7
200	89	6	3	6
200	90	5	1	5
200	91	7	0	7
200	92	6	3	6
200	93	7	3	7
200	94	6	2	6
200	95	6	3	6
200	96	7	4	7
200	97	5	4	5
200	98	5	3	5
200	99	8	3	8
200	100	6	3	6
200	101	4	1	4
200	102	5	3	5
200	103	4	1	4
200	104	5	2	5
200	105	7	4	7
200	106	6	4	6
200	107	6	4	6
200	108	6	4	6
200	109	6	1	6
200	110	6	2	6
200	111	5	2	5
200	112	5	2	5
200	113	7	1	7
200	114	5	3	5
200	115	4	1	4
200	116	7	2	7
200	117	6	3	6
200	118	6	1	6
200	119	5	2	5
200	120	5	3	5
200	121	5	3	5
200	122	4	3	4
200	123	5	2	5
200	124	5	1	5
200	125	5	4	5
200	126	6	4	6
200	127	5	4	5
200	128	5	1	5
200	129	4	2	4
200	130	5	3	5
200	131	5	3	5
200	132	6	5	6
200	133	6	2	6
200	134	6	3	6
200	135	6	1	6
200	136	4	2	4
200	137	6	2	6
200	138	7	2	7
200	139	5	4	5
200	140	6	3	6
200	141	4	3	4
200	142	6	3	6
200	143	6	4	6
200	144	5	3	5
200	145	7	2	7
200	146	6	4	6
200	147	5	2	5
200	148	6	3	6
200	149	6	3	6
200	150	6	5	6
200	151	5	3	5
200	152	4	1	4
200	153	7	2	7
200	154	6	4	6
200	155	6	3	6
200	156	5	3	5
200	157	6	4	6
200	158	5	3	5
200	159	5	2	5
200	160	6	4	6
200	161	6	3	6
200	162	6	2	6
200	163	7	4	7
200	164	5	1	5
200	165	7	3	7
200	166	5	3	5
200	167	6	1	6
200	168	7	2	7
200	169	6	3	6
200	170	4	4	4
200	171	5	3	5
200	172	5	5	5
200	173	5	2	5
200	174	6	3	6
200	175	6	1	6
200	176	6	5	6
200	177	5	4	5
200	178	5	4	5
200	179	6	3	6
200	180	6	3	6
200	181	5	4	5
200	182	4	3	4
200	183	7	6	7
200	184	5	3	5
200	185	5	3	5
200	186	6	3	6
200	187	7	5	7
200	188	6	4	6
200	189	6	4	6
200	190	5	3	5
200	191	6	4	6
200	192	6	3	6
200	193	5	2	5
200	194	5	3	5
200	195	5	4	5
200	196	7	4	7
200	197	6	2	6
200	198	6	4	6
200	199	6	2	6
200	200	6	4	6
