"number_wasps"	"w"	"max_steps"	"min_steps"	"mean_steps"	"mean_survival"	"mean_nested"	"mean_usurp"
70	26	641	2	97.2	0.7	0.7	0.2
70	27	1097	3	160	0.8	0.8	0.1
70	28	1128	2	193.7	0.7	0.7	0.1
70	29	182	1	26	0.9	0.9	0.2
70	30	673	2	148.7	0.7	0.7	0.1
70	31	486	3	91.8	0.8	0.8	0.2
70	32	523	1	62.8	0.8	0.8	0.5
70	33	669	4	94.3	0.7	0.7	0.2
70	34	166	6	37.7	0.9	0.9	0.1
70	35	1344	2	206.3	0.8	0.8	0.3
70	36	1572	2	172.1	0.8	0.8	0.2
70	37	384	2	70	0.7	0.7	0.4
70	38	948	2	185	0.7	0.7	0.1
70	39	126	2	29.2	0.7	0.7	0.2
70	40	505	3	105.9	0.8	0.8	0.2
70	41	875	2	156.6	0.8	0.8	0.4
70	42	561	3	112.5	0.7	0.7	0.1
70	43	78	3	21.3	0.9	0.9	0
70	44	875	2	104.1	0.8	0.8	0.3
70	45	605	2	149.4	0.7	0.7	0.1
70	46	495	2	60.1	0.9	0.9	0.2
70	47	1166	1	185.7	0.7	0.7	0.2
70	48	735	3	110.5	0.7	0.7	0.1
70	49	364	2	84.3	0.7	0.7	0.3
70	50	571	5	99.9	0.7	0.7	0.2
70	51	983	1	120.5	0.7	0.7	0.4
70	52	1354	1	266	0.5	0.5	0.2
70	53	741	1	95	0.8	0.8	0.5
70	54	930	3	167.3	0.7	0.7	0.1
70	55	774	1	172.7	0.6	0.6	0.1
70	56	803	1	136.5	0.7	0.7	0.4
70	57	1473	1	269.8	0.5	0.5	0.4
70	58	1031	2	153.1	0.7	0.7	0.3
70	59	642	2	76.9	0.9	0.9	0.3
70	60	455	3	105.1	0.7	0.7	0.1
70	61	599	2	98.3	0.7	0.7	0.2
70	62	1706	4	224.1	0.7	0.7	0.2
70	63	376	2	67.8	0.8	0.8	0.3
70	64	569	1	84.1	0.7	0.7	0.3
70	65	1494	1	345	0.7	0.7	0.4
70	66	637	2	85.1	0.7	0.7	0.4
70	67	771	1	100.8	0.8	0.8	0.7
70	68	1218	2	135.5	0.8	0.8	0.2
70	69	572	1	142.6	0.7	0.7	0.2
70	70	1164	3	139.2	0.6	0.6	0.2
80	1	172	1	30.9	0.8	0.8	0
80	2	624	1	111.4	0.7	0.7	0
80	3	1132	1	167.1	0.8	0.8	0
80	4	1084	1	137.3	0.8	0.8	0
80	5	406	1	94.4	0.7	0.7	0.1
80	6	222	1	30	0.9	0.9	0
80	7	279	1	33.2	0.9	0.9	0.1
80	8	82	1	12.7	0.9	0.9	0.2
80	9	1507	1	164.3	0.7	0.7	0
80	10	248	2	39.6	0.8	0.8	0.1
80	11	84	1	18.4	0.8	0.8	0
80	12	1486	1	157.5	0.8	0.8	0.2
80	13	174	1	34	0.8	0.8	0.1
80	14	460	1	55.3	0.8	0.8	0
80	15	53	2	10.9	0.9	0.9	0
80	16	505	1	88.7	0.8	0.8	0.1
80	17	306	3	48.4	0.8	0.8	0.1
80	18	447	1	65.9	0.8	0.8	0.1
80	19	885	2	201.3	0.7	0.7	0.1
80	20	1567	2	436.4	0.7	0.7	0.1
80	21	1010	2	186.8	0.8	0.8	0.2
80	22	866	2	161.5	0.7	0.7	0.1
80	23	667	2	82.6	0.8	0.8	0.1
80	24	1487	1	156.8	0.9	0.9	0.2
80	25	2407	2	283.8	0.8	0.8	0.2
80	26	512	3	83.9	0.8	0.8	0.1
80	27	1201	2	154.6	0.7	0.7	0.1
80	28	1104	1	213.5	0.7	0.7	0.2
80	29	738	3	87.7	0.9	0.9	0.1
80	30	256	2	59.7	0.6	0.6	0.1
80	31	612	3	152	0.6	0.6	0.1
80	32	413	2	80.1	0.8	0.8	0.1
80	33	1433	3	376.9	0.7	0.7	0.2
80	34	673	1	182.3	0.7	0.7	0.4
80	35	512	1	64.2	0.8	0.8	0.1
80	36	514	2	112.5	0.8	0.8	0.3
80	37	1015	4	121.5	0.6	0.6	0
80	38	155	2	28.5	0.7	0.7	0.2
80	39	157	1	52.9	0.6	0.6	0.3
80	40	350	1	52.3	0.8	0.8	0.1
80	41	283	1	60.9	0.8	0.8	0.5
80	42	409	1	54.7	0.8	0.8	0.3
80	43	696	2	145.5	0.7	0.7	0
80	44	639	1	101.3	0.8	0.8	0.2
80	45	317	1	65.4	0.8	0.8	0.4
80	46	970	1	195.2	0.7	0.7	0.3
80	47	3347	2	428.9	0.7	0.7	0.1
80	48	1491	3	166.8	0.7	0.7	0.3
80	49	1321	4	216.9	0.6	0.6	0
80	50	668	1	161.7	0.6	0.6	0.4
80	51	951	4	140.9	0.8	0.8	0.1
80	52	1581	2	341.7	0.6	0.6	0.2
80	53	741	3	154.3	0.7	0.7	0.1
80	54	1424	1	204.7	0.7	0.7	0.4
80	55	815	5	136.6	0.8	0.8	0.3
80	56	459	3	92.3	0.7	0.7	0.3
80	57	750	3	148.6	0.7	0.7	0.5
80	58	887	2	120.8	0.8	0.8	0.2
80	59	1092	8	320	0.6	0.6	0
80	60	1277	3	245.7	0.6	0.6	0.1
80	61	1292	1	184.2	0.7	0.7	0.4
80	62	835	3	171.3	0.5	0.5	0.3
80	63	650	3	121	0.7	0.7	0.4
80	64	2097	6	294.2	0.7	0.7	0.3
80	65	690	1	191.9	0.5	0.5	0.1
80	66	455	4	118.3	0.7	0.7	0.2
80	67	670	5	178.1	0.7	0.7	0.2
80	68	801	7	128.4	0.7	0.7	0
80	69	203	1	49.8	0.7	0.7	0.4
80	70	1888	3	219.1	0.7	0.7	0.3
80	71	980	3	170.7	0.7	0.7	0.1
80	72	540	3	109.5	0.8	0.8	0.1
80	73	632	1	95.8	0.8	0.8	0.3
80	74	1941	3	360.8	0.7	0.7	0.1
80	75	307	7	91.6	0.6	0.6	0.2
80	76	448	5	92.7	0.6	0.6	0.2
80	77	1118	7	159.5	0.7	0.7	0.2
80	78	1424	5	255.2	0.5	0.5	0.3
80	79	193	1	45.9	0.8	0.8	0.4
80	80	2301	1	393.4	0.7	0.7	0.4
90	1	1246	1	147.6	0.8	0.8	0
90	2	1225	1	165.2	0.8	0.8	0
90	3	1336	1	198.1	0.8	0.8	0
90	4	67	1	11.1	0.8	0.8	0
90	5	635	1	112.3	0.8	0.8	0.1
90	6	318	1	101.5	0.7	0.7	0
90	7	599	1	107.6	0.7	0.7	0
90	8	1619	2	255.5	0.8	0.8	0
90	9	860	1	179.8	0.7	0.7	0
90	10	450	1	91.6	0.8	0.8	0.1
90	11	1075	2	286.7	0.7	0.7	0
90	12	465	1	71.2	0.6	0.6	0
90	13	1191	1	153	0.7	0.7	0.1
90	14	739	1	131.9	0.7	0.7	0.1
90	15	568	1	110.8	0.7	0.7	0
90	16	899	2	125.5	0.8	0.8	0.1
90	17	720	1	185.9	0.6	0.6	0.1
90	18	1804	2	190.1	0.9	0.9	0
90	19	126	2	25	0.9	0.9	0
90	20	486	1	85.7	0.8	0.8	0.3
90	21	281	1	54.3	0.8	0.8	0.3
90	22	938	3	213	0.7	0.7	0
90	23	1339	2	229.6	0.8	0.8	0.1
90	24	835	3	165.2	0.6	0.6	0
90	25	752	2	119.5	0.7	0.7	0.1
90	26	796	1	153.6	0.8	0.8	0.4
90	27	1208	3	210.6	0.8	0.8	0.2
90	28	205	3	35.1	0.9	0.9	0.2
90	29	129	2	28	0.6	0.6	0.1
90	30	1044	3	129	0.8	0.8	0.3
90	31	500	1	104.4	0.7	0.7	0.2
90	32	351	1	76.7	0.8	0.8	0.1
90	33	468	4	141.2	0.6	0.6	0.2
90	34	104	3	17.2	0.9	0.9	0.1
90	35	1322	2	174.8	0.6	0.6	0.1
90	36	371	5	91.5	0.7	0.7	0.1
90	37	1227	3	217.7	0.7	0.7	0
90	38	679	4	145.8	0.8	0.8	0.1
90	39	157	1	26.6	0.9	0.9	0.5
90	40	1401	2	159.7	0.8	0.8	0.1
90	41	722	1	113.4	0.6	0.6	0.3
90	42	448	2	75.3	0.7	0.7	0.3
90	43	624	5	162.9	0.7	0.7	0.3
90	44	175	5	39.9	0.8	0.8	0.1
90	45	319	2	80.2	0.8	0.8	0.3
90	46	690	2	124.4	0.7	0.7	0.1
90	47	1371	2	229.3	0.7	0.7	0.1
90	48	1045	2	126.6	0.7	0.7	0.2
90	49	856	1	144.6	0.7	0.7	0.4
90	50	351	2	84.5	0.7	0.7	0.4
90	51	1062	1	133.1	0.7	0.7	0.1
90	52	583	3	110.6	0.8	0.8	0.2
90	53	353	1	49.4	0.8	0.8	0.2
90	54	317	1	75.6	0.6	0.6	0.2
90	55	2053	1	427.9	0.7	0.7	0.2
90	56	392	2	73.4	0.6	0.6	0.2
90	57	456	1	105.6	0.7	0.7	0.2
90	58	921	2	167.3	0.6	0.6	0.3
90	59	621	3	87.5	0.6	0.6	0.3
90	60	1542	3	183.3	0.7	0.7	0.3
90	61	711	3	105.8	0.8	0.8	0.2
90	62	1257	8	196.5	0.7	0.7	0.1
90	63	1647	1	215.6	0.5	0.5	0.3
90	64	398	2	101.9	0.7	0.7	0.4
90	65	847	3	105.3	0.7	0.7	0
90	66	636	4	126.9	0.6	0.6	0.2
90	67	795	2	201.4	0.6	0.6	0.2
90	68	782	1	195	0.7	0.7	0.5
90	69	689	4	107.2	0.7	0.7	0.1
90	70	750	1	91.7	0.9	0.9	0.5
90	71	758	2	131.5	0.6	0.6	0.5
90	72	1194	1	240.1	0.7	0.7	0.1
90	73	1687	3	355.5	0.8	0.8	0.4
90	74	343	1	69.1	0.7	0.7	0.5
90	75	900	3	142.9	0.8	0.8	0.1
90	76	427	4	96.8	0.7	0.7	0.3
90	77	1056	6	270.6	0.6	0.6	0.2
90	78	972	3	124.3	0.7	0.7	0.2
90	79	1048	1	163.3	0.7	0.7	0.5
90	80	179	3	53.2	0.6	0.6	0.3
90	81	1200	5	348.9	0.7	0.7	0.4
90	82	600	4	116.3	0.6	0.6	0.2
90	83	276	3	49.2	0.7	0.7	0.2
90	84	1303	2	165.3	0.7	0.7	0.3
90	85	1119	2	165.7	0.8	0.8	0.5
90	86	435	4	121.6	0.7	0.7	0.4
90	87	2517	4	267.3	0.8	0.8	0.2
90	88	463	1	56.5	0.8	0.8	0.2
90	89	886	1	109.4	0.8	0.8	0.3
90	90	669	3	81	0.9	0.9	0.3
100	1	847	1	128.9	0.8	0.8	0
100	2	132	1	19.5	0.9	0.9	0
100	3	296	1	57.4	0.8	0.8	0
100	4	393	1	54.6	0.8	0.8	0
100	5	75	1	22	0.8	0.8	0
100	6	80	1	16.4	0.9	0.9	0
100	7	818	1	157.4	0.8	0.8	0
100	8	297	1	38.1	0.9	0.9	0.2
100	9	161	1	34.4	0.8	0.8	0
100	10	2726	1	284.4	0.8	0.8	0
100	11	502	2	72.4	0.8	0.8	0
100	12	814	1	129	0.8	0.8	0
100	13	447	2	68.9	0.6	0.6	0
100	14	763	1	128.2	0.6	0.6	0.2
100	15	1252	1	135	0.8	0.8	0.2
100	16	1048	2	179.7	0.8	0.8	0.1
100	17	812	2	109.9	0.8	0.8	0
100	18	625	1	149.3	0.7	0.7	0.1
100	19	956	2	157.6	0.7	0.7	0
100	20	68	2	13.9	0.9	0.9	0.2
100	21	1510	1	218	0.7	0.7	0.2
100	22	609	3	92.3	0.8	0.8	0.1
100	23	995	1	172.2	0.7	0.7	0.2
100	24	143	3	53.2	0.7	0.7	0
100	25	793	1	106.8	0.7	0.7	0.3
100	26	2190	1	269.4	0.7	0.7	0.2
100	27	891	2	155.5	0.7	0.7	0.2
100	28	1087	1	128.9	0.6	0.6	0.3
100	29	872	2	123.9	0.8	0.8	0.2
100	30	404	1	66	0.7	0.7	0.1
100	31	1419	2	165.8	0.7	0.7	0
100	32	522	2	113.4	0.8	0.8	0.1
100	33	893	3	156	0.7	0.7	0
100	34	380	1	83	0.6	0.6	0.4
100	35	258	1	57.6	0.7	0.7	0.1
100	36	746	2	92.3	0.8	0.8	0.1
100	37	377	2	51	0.8	0.8	0.3
100	38	891	2	116.2	0.8	0.8	0.1
100	39	832	2	144.7	0.7	0.7	0.1
100	40	484	1	142.8	0.6	0.6	0.1
100	41	1303	2	192.5	0.6	0.6	0.3
100	42	159	3	30.1	0.8	0.8	0
100	43	967	2	137.9	0.7	0.7	0.3
100	44	818	3	121.7	0.7	0.7	0.1
100	45	774	2	135	0.8	0.8	0.2
100	46	465	3	62.4	0.8	0.8	0.3
100	47	494	1	92.3	0.5	0.5	0.2
100	48	322	2	42.1	0.7	0.7	0.2
100	49	454	2	92.4	0.8	0.8	0.4
100	50	1253	3	170.6	0.8	0.8	0.4
100	51	1480	6	283.5	0.7	0.7	0.2
100	52	498	5	85.3	0.8	0.8	0.3
100	53	1007	1	143.9	0.6	0.6	0.3
100	54	2006	2	328.3	0.7	0.7	0.4
100	55	369	1	79.4	0.7	0.7	0.4
100	56	828	4	196.9	0.6	0.6	0
100	57	453	3	67.4	0.8	0.8	0.3
100	58	1050	2	134.7	0.7	0.7	0.3
100	59	378	4	120.8	0.7	0.7	0.3
100	60	138	1	44.1	0.7	0.7	0.3
100	61	804	4	190.3	0.7	0.7	0
100	62	939	3	209.5	0.7	0.7	0.2
100	63	497	2	57.6	0.8	0.8	0.3
100	64	224	4	36.6	0.9	0.9	0.4
100	65	414	6	81.9	0.7	0.7	0.2
100	66	460	2	61.8	0.9	0.9	0.5
100	67	807	1	100.4	0.8	0.8	0.5
100	68	451	5	121.1	0.6	0.6	0.2
100	69	234	1	55.5	0.8	0.8	0.4
100	70	182	3	45.8	0.8	0.8	0.3
100	71	1141	6	141.1	0.7	0.7	0.1
100	72	1533	1	207.1	0.7	0.7	0.3
100	73	886	2	163.1	0.6	0.6	0.2
100	74	625	2	123.4	0.6	0.6	0.4
100	75	851	1	194.4	0.6	0.6	0.2
100	76	757	4	167.6	0.7	0.7	0.5
100	77	489	5	116.6	0.7	0.7	0.2
100	78	110	1	30.2	0.8	0.8	0.3
100	79	874	3	131.1	0.7	0.7	0.5
100	80	2047	1	293.4	0.7	0.7	0.2
100	81	597	3	127.7	0.7	0.7	0.2
100	82	1419	1	203.1	0.6	0.6	0.4
100	83	314	1	73	0.8	0.8	0.4
100	84	2204	5	294.4	0.7	0.7	0.5
100	85	1224	1	180.8	0.7	0.7	0.3
100	86	258	3	65.8	0.7	0.7	0.2
100	87	1278	2	290.5	0.6	0.6	0.4
100	88	393	1	91.1	0.7	0.7	0.4
100	89	1572	1	175	0.7	0.7	0.4
100	90	1448	2	179.9	0.7	0.7	0.3
100	91	1397	1	342.7	0.5	0.5	0.3
100	92	504	2	82.2	0.8	0.8	0.2
100	93	1022	3	188.2	0.7	0.7	0.3
100	94	170	1	33.3	0.8	0.8	0.3
100	95	1914	4	268.2	0.6	0.6	0
100	96	1620	1	205.2	0.7	0.7	0.2
100	97	429	7	136.4	0.6	0.6	0.3
100	98	972	2	141	0.8	0.8	0.3
100	99	269	3	45.9	0.8	0.8	0.4
100	100	120	3	30.1	0.8	0.8	0.4
110	1	92	1	22.6	0.8	0.8	0
110	2	73	1	8.8	0.8	0.8	0
110	3	1075	1	118	0.9	0.9	0
110	4	491	1	124.1	0.7	0.7	0
110	5	281	1	33.4	0.9	0.9	0
110	6	429	1	66.4	0.8	0.8	0.2
110	7	678	1	119.1	0.8	0.8	0.1
110	8	718	1	191	0.7	0.7	0
110	9	313	1	36.6	0.8	0.8	0.1
110	10	480	2	75.8	0.8	0.8	0
110	11	910	1	101.4	0.9	0.9	0.2
110	12	219	2	30.5	0.9	0.9	0.1
110	13	129	1	20.1	0.9	0.9	0.1
110	14	916	2	188.7	0.7	0.7	0
110	15	384	1	68.2	0.8	0.8	0.2
110	16	1388	1	294.6	0.7	0.7	0.2
110	17	3551	1	530.4	0.8	0.8	0.2
110	18	882	2	128.2	0.8	0.8	0
110	19	733	3	167.7	0.7	0.7	0.3
110	20	325	2	51.8	0.8	0.8	0
110	21	1278	1	179.6	0.6	0.6	0.2
110	22	383	2	57.2	0.8	0.8	0.1
110	23	947	1	122.5	0.6	0.6	0.2
110	24	492	2	108.8	0.8	0.8	0.1
110	25	513	2	104.7	0.7	0.7	0.1
110	26	1382	2	194.1	0.7	0.7	0.2
110	27	641	4	98.9	0.8	0.8	0
110	28	893	2	107.4	0.8	0.8	0.3
110	29	426	2	53.1	0.9	0.9	0.1
110	30	765	2	197.6	0.7	0.7	0
110	31	1247	1	165.4	0.8	0.8	0.3
110	32	1033	2	147.7	0.7	0.7	0.1
110	33	1148	1	152.7	0.8	0.8	0.3
110	34	1441	4	268.7	0.6	0.6	0.1
110	35	468	1	116.1	0.7	0.7	0.2
110	36	563	3	99.1	0.8	0.8	0.1
110	37	1422	5	322	0.6	0.6	0.1
110	38	1033	4	115.4	0.7	0.7	0.2
110	39	847	4	158.1	0.7	0.7	0
110	40	663	3	140.5	0.7	0.7	0.2
110	41	1024	3	167.7	0.7	0.7	0.1
110	42	87	1	17.4	0.8	0.8	0.3
110	43	810	1	139.2	0.7	0.7	0.3
110	44	1073	3	125.7	0.9	0.9	0.2
110	45	585	2	90.1	0.7	0.7	0.2
110	46	990	3	143.2	0.7	0.7	0.1
110	47	1738	2	431.2	0.6	0.6	0
110	48	1631	2	243.8	0.7	0.7	0.1
110	49	1306	2	147.2	0.8	0.8	0.2
110	50	2169	3	234.1	0.9	0.9	0.5
110	51	1160	2	148.6	0.7	0.7	0.4
110	52	1317	2	226.9	0.7	0.7	0
110	53	356	2	70.8	0.7	0.7	0.3
110	54	591	6	123.6	0.6	0.6	0.1
110	55	328	1	58.7	0.8	0.8	0.6
110	56	758	2	139.8	0.8	0.8	0.5
110	57	936	2	110	0.6	0.6	0.3
110	58	607	4	117.1	0.7	0.7	0.3
110	59	798	1	163.2	0.7	0.7	0.3
110	60	189	1	46.5	0.6	0.6	0.1
110	61	737	4	205	0.6	0.6	0.2
110	62	488	5	119	0.7	0.7	0.1
110	63	712	4	186.3	0.6	0.6	0.1
110	64	99	1	28.5	0.8	0.8	0.2
110	65	830	6	145.2	0.7	0.7	0.2
110	66	2073	1	258.1	0.8	0.8	0.4
110	67	1402	4	182.5	0.7	0.7	0.1
110	68	1024	1	252.3	0.7	0.7	0.2
110	69	1164	1	219.2	0.7	0.7	0.4
110	70	922	1	189.4	0.8	0.8	0.2
110	71	302	1	63.1	0.8	0.8	0.3
110	72	586	1	123.3	0.7	0.7	0.1
110	73	774	2	135.6	0.7	0.7	0.1
110	74	1165	1	132.4	0.8	0.8	0.2
110	75	516	5	75.2	0.8	0.8	0.1
110	76	1328	1	193	0.7	0.7	0.3
110	77	365	7	108.1	0.6	0.6	0.2
110	78	2013	5	273.6	0.7	0.7	0.1
110	79	955	4	123.9	0.8	0.8	0.3
110	80	1226	2	142.4	0.7	0.7	0.4
110	81	1146	4	176.7	0.8	0.8	0.3
110	82	437	3	107.2	0.7	0.7	0.3
110	83	619	1	110.4	0.7	0.7	0.2
110	84	201	1	58.1	0.7	0.7	0.2
110	85	42	3	14.5	0.9	0.9	0.4
110	86	835	6	127.6	0.7	0.7	0.3
110	87	1694	1	185.6	0.7	0.7	0.4
110	88	1882	2	282.4	0.7	0.7	0.3
110	89	310	4	73.6	0.7	0.7	0.3
110	90	1356	3	234.2	0.6	0.6	0.2
110	91	532	2	101.9	0.6	0.6	0.2
110	92	1042	4	204.9	0.7	0.7	0.1
110	93	709	1	112.9	0.7	0.7	0.2
110	94	76	3	22.9	0.5	0.5	0.3
110	95	1314	2	263.4	0.5	0.5	0.4
110	96	2182	4	299.2	0.7	0.7	0.2
110	97	1443	2	206.2	0.6	0.6	0.4
110	98	1495	1	190.2	0.7	0.7	0.6
110	99	1154	4	143	0.8	0.8	0.2
110	100	1647	1	204.9	0.7	0.7	0.4
110	101	702	5	109.8	0.6	0.6	0.3
110	102	536	2	87.4	0.6	0.6	0.4
110	103	1037	1	206.5	0.6	0.6	0.3
110	104	314	4	87.2	0.6	0.6	0.1
110	105	1010	2	172	0.6	0.6	0.4
110	106	423	3	116.2	0.7	0.7	0.5
110	107	1563	1	233.4	0.6	0.6	0.2
110	108	441	3	110.9	0.7	0.7	0.3
110	109	318	1	49.5	0.6	0.6	0.4
110	110	991	1	252.7	0.6	0.6	0
120	1	635	1	74.9	0.8	0.8	0
120	2	212	1	34.1	0.8	0.8	0
120	3	1505	1	189.6	0.8	0.8	0
120	4	941	1	101.2	0.9	0.9	0
120	5	1121	1	121.7	0.9	0.9	0
120	6	121	1	25	0.8	0.8	0
120	7	99	1	23.5	0.8	0.8	0.1
120	8	412	1	50.6	0.9	0.9	0
120	9	577	1	119.4	0.8	0.8	0
120	10	269	1	50.6	0.8	0.8	0.2
120	11	450	2	81.2	0.8	0.8	0
120	12	895	2	159.2	0.8	0.8	0
120	13	1748	3	192.4	0.8	0.8	0.3
120	14	360	2	100.6	0.7	0.7	0
120	15	2018	2	212.4	0.9	0.9	0.1
120	16	186	1	31.4	0.8	0.8	0.1
120	17	609	1	71.6	0.8	0.8	0.3
120	18	257	1	49.7	0.7	0.7	0.2
120	19	219	2	40.4	0.8	0.8	0.2
120	20	1006	2	144.2	0.8	0.8	0
120	21	1598	3	238.5	0.7	0.7	0.2
120	22	232	2	46.5	0.7	0.7	0.1
120	23	930	2	189.4	0.6	0.6	0.2
120	24	436	1	81.7	0.8	0.8	0
120	25	262	2	36.9	0.9	0.9	0.2
120	26	762	3	115.1	0.6	0.6	0
