"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
170	127	7	4	7
170	128	7	3	7
170	129	8	1	8
170	130	6	3	6
170	131	7	4	7
170	132	7	2	7
170	133	6	2	6
170	134	6	3	6
170	135	7	4	7
170	136	7	2	7
170	137	7	4	7
170	138	6	2	6
170	139	7	4	7
170	140	7	3	7
170	141	7	5	7
170	142	6	2	6
170	143	7	5	7
170	144	6	2	6
170	145	7	4	7
170	146	7	3	7
170	147	8	4	8
170	148	8	4	8
170	149	6	2	6
170	150	6	1	6
170	151	7	4	7
170	152	5	2	5
170	153	7	4	7
170	154	7	4	7
170	155	7	5	7
170	156	8	4	8
170	157	6	2	6
170	158	7	3	7
170	159	7	4	7
170	160	7	3	7
170	161	6	4	6
170	162	5	3	5
170	163	5	2	5
170	164	6	4	6
170	165	7	5	7
170	166	6	1	6
170	167	6	5	6
170	168	7	4	7
170	169	7	6	7
170	170	7	6	7
180	1	7	0	7
180	2	9	0	9
180	3	8	1	8
180	4	9	0	9
180	5	8	0	8
180	6	8	0	8
180	7	8	0	8
180	8	8	1	8
180	9	8	0	8
180	10	8	1	8
180	11	9	1	9
180	12	8	0	8
180	13	8	0	8
180	14	8	0	8
180	15	7	1	7
180	16	8	0	8
180	17	7	1	7
180	18	7	2	7
180	19	6	2	6
180	20	5	2	5
180	21	8	2	8
180	22	6	1	6
180	23	8	1	8
180	24	8	0	8
180	25	7	2	7
180	26	8	0	8
180	27	8	1	8
180	28	8	1	8
180	29	7	1	7
180	30	7	2	7
180	31	8	2	8
180	32	8	3	8
180	33	6	1	6
180	34	8	1	8
180	35	8	0	8
180	36	8	4	8
180	37	7	4	7
180	38	7	2	7
180	39	7	2	7
180	40	7	2	7
180	41	8	1	8
180	42	7	2	7
180	43	8	1	8
180	44	7	1	7
180	45	7	1	7
180	46	6	1	6
180	47	7	2	7
180	48	7	2	7
180	49	7	1	7
180	50	8	2	8
180	51	6	3	6
180	52	8	3	8
180	53	9	6	9
180	54	7	1	7
180	55	8	3	8
180	56	8	2	8
180	57	7	2	7
180	58	8	2	8
180	59	7	3	7
180	60	7	5	7
180	61	7	1	7
180	62	8	5	8
180	63	7	2	7
180	64	7	4	7
180	65	7	2	7
180	66	6	0	6
180	67	8	5	8
180	68	6	3	6
180	69	8	2	8
180	70	7	3	7
180	71	6	1	6
180	72	8	2	8
180	73	4	2	4
180	74	7	4	7
180	75	7	2	7
180	76	8	5	8
180	77	6	3	6
180	78	7	3	7
180	79	7	4	7
180	80	7	4	7
180	81	6	0	6
180	82	7	1	7
180	83	7	3	7
180	84	6	6	6
180	85	8	3	8
180	86	7	2	7
180	87	7	4	7
180	88	6	1	6
180	89	5	2	5
180	90	8	5	8
180	91	7	3	7
180	92	7	2	7
180	93	8	2	8
180	94	9	4	9
180	95	7	4	7
180	96	5	3	5
180	97	8	4	8
180	98	7	1	7
180	99	8	3	8
180	100	6	2	6
180	101	6	3	6
180	102	7	7	7
180	103	7	4	7
180	104	8	6	8
180	105	6	2	6
180	106	7	4	7
180	107	7	5	7
180	108	8	5	8
180	109	6	3	6
180	110	6	2	6
180	111	8	2	8
180	112	7	2	7
180	113	6	2	6
180	114	6	4	6
180	115	7	4	7
180	116	7	4	7
180	117	8	4	8
180	118	7	5	7
180	119	6	3	6
180	120	6	5	6
180	121	6	1	6
180	122	8	3	8
180	123	7	5	7
180	124	6	2	6
180	125	6	2	6
180	126	6	0	6
180	127	8	3	8
180	128	7	2	7
180	129	6	4	6
180	130	5	3	5
180	131	7	6	7
180	132	5	3	5
180	133	6	3	6
180	134	8	4	8
180	135	7	4	7
180	136	7	3	7
180	137	7	2	7
180	138	5	2	5
180	139	7	3	7
180	140	7	4	7
180	141	8	5	8
180	142	7	2	7
180	143	8	5	8
180	144	6	4	6
180	145	7	3	7
180	146	8	4	8
180	147	7	5	7
180	148	6	2	6
180	149	8	5	8
180	150	8	3	8
180	151	6	3	6
180	152	7	3	7
180	153	7	5	7
180	154	7	4	7
180	155	6	6	6
180	156	8	4	8
180	157	8	4	8
180	158	6	2	6
180	159	6	3	6
180	160	7	3	7
180	161	7	4	7
180	162	6	1	6
180	163	7	4	7
180	164	6	4	6
180	165	8	4	8
180	166	7	4	7
180	167	6	2	6
180	168	9	4	9
180	169	7	4	7
180	170	7	4	7
180	171	7	4	7
180	172	7	3	7
180	173	8	6	8
180	174	7	5	7
180	175	7	5	7
180	176	6	2	6
180	177	7	6	7
180	178	7	2	7
180	179	6	5	6
180	180	7	7	7
190	1	8	0	8
190	2	7	0	7
190	3	8	0	8
190	4	8	0	8
190	5	9	1	9
190	6	8	0	8
190	7	8	0	8
190	8	8	0	8
190	9	7	0	7
190	10	8	1	8
190	11	8	2	8
190	12	7	0	7
190	13	8	0	8
190	14	7	2	7
190	15	9	0	9
190	16	9	2	9
190	17	7	2	7
190	18	8	0	8
190	19	8	1	8
190	20	7	0	7
190	21	8	1	8
190	22	7	1	7
190	23	6	0	6
190	24	8	1	8
190	25	8	1	8
190	26	8	1	8
190	27	9	0	9
190	28	7	3	7
190	29	8	2	8
190	30	8	1	8
190	31	7	1	7
190	32	6	3	6
190	33	7	1	7
190	34	7	2	7
190	35	8	5	8
190	36	8	2	8
190	37	8	3	8
190	38	8	2	8
190	39	8	2	8
190	40	7	3	7
190	41	7	3	7
190	42	7	0	7
190	43	8	5	8
190	44	7	2	7
190	45	8	3	8
190	46	6	2	6
190	47	8	2	8
190	48	7	1	7
190	49	7	4	7
190	50	8	4	8
190	51	7	2	7
190	52	5	1	5
190	53	8	2	8
190	54	8	2	8
190	55	8	1	8
190	56	6	1	6
190	57	6	1	6
190	58	7	4	7
190	59	7	3	7
190	60	6	2	6
190	61	7	2	7
190	62	6	3	6
190	63	7	4	7
190	64	7	1	7
190	65	7	2	7
190	66	7	2	7
190	67	6	2	6
190	68	8	2	8
190	69	8	1	8
190	70	7	3	7
190	71	7	3	7
190	72	7	1	7
190	73	7	4	7
190	74	8	3	8
190	75	7	3	7
190	76	6	5	6
190	77	7	3	7
190	78	8	3	8
190	79	6	1	6
190	80	7	3	7
190	81	8	4	8
190	82	8	4	8
190	83	7	4	7
190	84	7	5	7
190	85	7	2	7
190	86	7	2	7
190	87	8	3	8
190	88	8	3	8
190	89	6	3	6
190	90	5	2	5
190	91	7	5	7
190	92	8	2	8
190	93	7	3	7
190	94	6	3	6
190	95	6	4	6
190	96	8	5	8
190	97	6	3	6
190	98	6	2	6
190	99	7	2	7
190	100	7	2	7
190	101	7	1	7
190	102	8	5	8
190	103	7	6	7
190	104	8	4	8
190	105	7	5	7
190	106	6	4	6
190	107	7	5	7
190	108	7	2	7
190	109	9	6	9
190	110	7	4	7
190	111	7	2	7
190	112	7	3	7
190	113	7	0	7
190	114	8	5	8
190	115	6	3	6
190	116	5	1	5
190	117	6	3	6
190	118	7	3	7
190	119	6	3	6
190	120	7	5	7
190	121	8	5	8
190	122	6	3	6
190	123	6	5	6
190	124	8	5	8
190	125	7	1	7
190	126	8	5	8
190	127	7	2	7
190	128	8	4	8
190	129	5	1	5
190	130	7	4	7
190	131	8	2	8
190	132	8	6	8
190	133	6	3	6
190	134	7	4	7
190	135	6	2	6
190	136	7	4	7
190	137	6	4	6
190	138	8	3	8
190	139	7	3	7
190	140	8	5	8
190	141	6	4	6
190	142	8	6	8
190	143	6	4	6
190	144	7	5	7
190	145	7	4	7
190	146	9	6	9
190	147	7	4	7
190	148	6	5	6
190	149	8	5	8
190	150	7	5	7
190	151	6	2	6
190	152	7	5	7
190	153	6	4	6
190	154	7	5	7
190	155	7	3	7
190	156	7	3	7
190	157	6	4	6
190	158	6	3	6
190	159	7	4	7
190	160	7	5	7
190	161	7	1	7
190	162	6	4	6
190	163	7	4	7
190	164	8	5	8
190	165	7	4	7
190	166	6	3	6
190	167	8	6	8
190	168	6	2	6
190	169	7	4	7
190	170	6	4	6
190	171	6	5	6
190	172	7	6	7
190	173	5	2	5
190	174	7	3	7
190	175	7	4	7
190	176	6	3	6
190	177	7	4	7
190	178	8	4	8
190	179	6	6	6
190	180	6	3	6
190	181	7	5	7
190	182	7	4	7
190	183	6	4	6
190	184	6	5	6
190	185	7	5	7
190	186	8	3	8
190	187	7	2	7
190	188	5	4	5
190	189	8	4	8
190	190	5	2	5
200	1	9	0	9
200	2	8	0	8
200	3	9	0	9
200	4	8	1	8
200	5	8	0	8
200	6	8	0	8
200	7	9	0	9
200	8	8	0	8
200	9	8	1	8
200	10	9	0	9
200	11	7	0	7
200	12	7	2	7
200	13	7	1	7
200	14	9	1	9
200	15	7	1	7
200	16	7	0	7
200	17	8	1	8
200	18	8	1	8
200	19	8	2	8
200	20	7	3	7
200	21	7	0	7
200	22	8	2	8
200	23	7	0	7
200	24	7	0	7
200	25	8	1	8
200	26	7	2	7
200	27	8	2	8
200	28	9	3	9
200	29	7	2	7
200	30	7	1	7
200	31	7	1	7
200	32	8	3	8
200	33	7	0	7
200	34	8	5	8
200	35	7	0	7
200	36	7	1	7
200	37	7	3	7
200	38	7	2	7
200	39	7	1	7
200	40	7	1	7
200	41	8	3	8
200	42	8	0	8
200	43	7	0	7
200	44	7	1	7
200	45	7	4	7
200	46	7	1	7
200	47	7	1	7
200	48	7	2	7
200	49	8	2	8
200	50	7	0	7
200	51	7	1	7
200	52	7	2	7
200	53	7	5	7
200	54	7	2	7
200	55	8	2	8
200	56	8	3	8
200	57	7	0	7
200	58	6	1	6
200	59	6	2	6
200	60	6	3	6
200	61	7	2	7
200	62	7	1	7
200	63	8	2	8
200	64	7	2	7
200	65	8	3	8
200	66	8	4	8
200	67	8	3	8
200	68	7	4	7
200	69	7	3	7
200	70	8	3	8
200	71	6	2	6
200	72	6	2	6
200	73	7	2	7
200	74	6	5	6
200	75	8	4	8
200	76	7	4	7
200	77	5	1	5
200	78	9	4	9
200	79	7	5	7
200	80	7	3	7
200	81	7	5	7
200	82	7	3	7
200	83	7	4	7
200	84	7	2	7
200	85	6	2	6
200	86	6	3	6
200	87	7	2	7
200	88	6	2	6
200	89	7	4	7
200	90	7	2	7
200	91	7	2	7
200	92	7	2	7
200	93	6	3	6
200	94	6	2	6
200	95	8	5	8
200	96	5	4	5
200	97	5	3	5
200	98	8	3	8
200	99	7	4	7
200	100	7	4	7
200	101	6	3	6
200	102	7	5	7
200	103	8	4	8
200	104	7	3	7
200	105	6	3	6
200	106	8	5	8
200	107	8	4	8
200	108	7	1	7
200	109	7	2	7
200	110	7	4	7
200	111	7	4	7
200	112	5	3	5
200	113	7	2	7
200	114	7	3	7
200	115	6	4	6
200	116	6	5	6
200	117	7	5	7
200	118	5	2	5
200	119	5	2	5
200	120	8	3	8
200	121	7	3	7
200	122	7	4	7
200	123	6	4	6
200	124	5	3	5
200	125	8	5	8
200	126	7	4	7
200	127	7	5	7
200	128	6	4	6
200	129	8	5	8
200	130	5	3	5
200	131	9	3	9
200	132	7	3	7
200	133	6	2	6
200	134	7	5	7
200	135	9	5	9
200	136	6	3	6
200	137	7	4	7
200	138	7	4	7
200	139	5	1	5
200	140	5	2	5
200	141	7	4	7
200	142	7	5	7
200	143	8	3	8
200	144	8	4	8
200	145	6	5	6
200	146	7	4	7
200	147	6	3	6
200	148	8	3	8
200	149	7	6	7
200	150	7	5	7
200	151	7	4	7
200	152	6	4	6
200	153	6	2	6
200	154	6	4	6
200	155	5	2	5
200	156	7	2	7
200	157	6	3	6
200	158	7	7	7
200	159	8	6	8
200	160	7	1	7
200	161	6	5	6
200	162	7	5	7
200	163	7	5	7
200	164	6	4	6
200	165	6	3	6
200	166	6	5	6
200	167	6	3	6
200	168	7	3	7
200	169	6	5	6
200	170	6	5	6
200	171	7	6	7
200	172	7	4	7
200	173	7	3	7
200	174	7	2	7
200	175	7	5	7
200	176	6	4	6
200	177	7	4	7
200	178	7	2	7
200	179	6	2	6
200	180	8	5	8
200	181	9	5	9
200	182	6	4	6
200	183	7	3	7
200	184	7	5	7
200	185	7	4	7
200	186	7	6	7
200	187	6	4	6
200	188	6	4	6
200	189	7	5	7
200	190	8	8	8
200	191	7	5	7
200	192	8	4	8
200	193	8	6	8
200	194	7	4	7
200	195	8	2	8
200	196	5	2	5
200	197	7	4	7
200	198	6	2	6
200	199	6	3	6
200	200	6	3	6
